Number of Fairs Attended,Internship Applications,Job Applications,Fellowship Applications,Graduate School,Cooperative Education,Experiential Learning,On Campus Student Employment,Volunteer,First Gen,College_fds_2024,Number of Internships,Career Readiness,Alignment,Q10.4_fds_2024,Q10.5_fds_2024
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
10,,,,,,,,,,,,,,,
1,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,4.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,168.0,84.0,0.0,0.0,0.0,104.0,40.0,12.0,False,,,,,,
1,,,,,,,,,,,,,,,
2,104.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,,,,,,
12,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
16,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
24,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
11,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,160.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
3,,,,,,,,,,,,,,,
7,39.0,1.0,4.0,0.0,0.0,0.0,14.0,0.0,False,,,,,,
6,120.0,90.0,0.0,0.0,0.0,0.0,6.0,0.0,False,,,,,,
7,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,104.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
3,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
2,410.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,39.0,39.0,0.0,0.0,0.0,0.0,9.0,0.0,False,School of Engineering & Applied Science,1,7.0,10.0,6.0,9.0
1,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
12,136.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,2,8.0,7.0,10.0,8.0
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,False,School of Architecture,3+,6.0,5.0,6.0,3.0
1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
3,,,,,,,,,,,,,,,
1,43.0,1134.0,6.0,0.0,3.0,1.0,0.0,3.0,False,,,,,,
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
7,105.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,True,,,,,,
1,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,False,,,,,,
2,14.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
6,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,82.0,124.0,0.0,0.0,0.0,0.0,16.0,0.0,False,,,,,,
2,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
16,12.0,88.0,0.0,0.0,0.0,8.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
9,232.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,1,7.0,7.0,7.0,7.0
1,,,,,,,,,,,,,,,
1,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,School of Engineering & Applied Science,1,5.0,0.0,3.0,2.0
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,94.0,0.0,0.0,0.0,2.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
3,534.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,42.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,6.0,3.0,0.0,0.0,0.0,0.0,19.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,344.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,1,9.0,7.0,8.0,8.0
1,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
46,1066.0,124.0,0.0,0.0,4.0,30.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,51.0,15.0,9.0,0.0,0.0,24.0,24.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
6,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
10,0.0,80.0,0.0,0.0,0.0,4.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,4.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
10,6.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,False,,,,,,
1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
4,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,96.0,42.0,0.0,0.0,0.0,0.0,6.0,0.0,False,College and Graduate School of Arts & Sciences,2,9.0,7.0,7.0,7.0
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
14,56.0,78.0,0.0,0.0,0.0,4.0,4.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,False,,,,,,
5,20.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
4,32.0,238.0,0.0,0.0,0.0,0.0,12.0,0.0,False,College and Graduate School of Arts & Sciences,2,7.0,7.0,7.0,7.0
4,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,104.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,False,,,,,,
2,12.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,False,,,,,,
6,0.0,4.0,0.0,0.0,0.0,96.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,13.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
28,116.0,16.0,0.0,0.0,0.0,24.0,24.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
6,4.0,72.0,0.0,0.0,0.0,0.0,8.0,0.0,False,College and Graduate School of Arts & Sciences,2,9.0,10.0,8.0,8.0
2,0.0,0.0,0.0,0.0,0.0,12.0,20.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,
17,46.0,230.0,0.0,0.0,0.0,2.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,12.0,12.0,6.0,0.0,0.0,0.0,3.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
15,100.0,130.0,0.0,0.0,0.0,0.0,5.0,0.0,False,School of Architecture,3+,8.0,3.0,1.0,7.0
2,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,0.0,24.0,0.0,0.0,0.0,0.0,30.0,0.0,False,College and Graduate School of Arts & Sciences,1,10.0,7.0,9.0,10.0
1,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,False,,,,,,
3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,False,,,,,,
4,,,,,,,,,,,,,,,
18,24.0,12.0,0.0,0.0,0.0,6.0,18.0,0.0,False,College and Graduate School of Arts & Sciences,3+,,,,
1,,,,,,,,,,,,,,,
1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,False,,,,,,
3,117.0,51.0,0.0,0.0,0.0,0.0,3.0,0.0,False,College and Graduate School of Arts & Sciences,1,7.0,9.0,9.0,7.0
1,,,,,,,,,,,,,,,
2,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,2,6.0,10.0,10.0,9.0
1,,,,,,,,,,,,,,,
1,144.0,6.0,0.0,0.0,0.0,0.0,62.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,False,,,,,,
8,,,,,,,,,,,,,,,
9,252.0,237.0,27.0,0.0,0.0,18.0,3.0,3.0,False,,,,,,
1,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,False,,,,,,
1,32.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,False,,,,,,
4,120.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
1,126.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,128.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,,,,,
1,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,
12,12.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
19,0.0,26.0,0.0,0.0,0.0,8.0,0.0,0.0,False,,,,,,
1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
14,420.0,60.0,0.0,0.0,0.0,12.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,,,,,
1,,,,,,,,,,,,,,,
5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,School of Architecture,2,9.0,9.0,5.0,7.0
6,216.0,12.0,4.0,0.0,0.0,0.0,16.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
15,128.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,False,,,,,,
1,6.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
22,200.0,4.0,0.0,0.0,0.0,8.0,52.0,0.0,False,,,,,,
14,90.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,,,,,,
1,8.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
18,30.0,858.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
2,20.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
6,2.0,72.0,0.0,0.0,0.0,3.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
2,60.0,0.0,28.0,0.0,0.0,16.0,0.0,0.0,False,,,,,,
1,102.0,32.0,10.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,1.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,False,,,,,,
4,900.0,1233.0,0.0,0.0,0.0,3.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,3+,7.0,9.0,2.0,5.0
1,,,,,,,,,,,,,,,
1,9.0,4.0,0.0,0.0,0.0,0.0,11.0,5.0,False,,,,,,
17,81.0,60.0,0.0,0.0,0.0,0.0,3.0,0.0,False,,,,,,
1,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
48,4.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
2,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
6,0.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,False,College and Graduate School of Arts & Sciences,0,8.0,8.0,8.0,7.0
1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
16,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,492.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,False,School of Engineering & Applied Science,2,7.0,7.0,8.0,6.0
1,0.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,False,,,,,,
5,42.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,False,,,,,,
2,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
2,6.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,True,College and Graduate School of Arts & Sciences,3+,8.0,8.0,8.0,8.0
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
2,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,242.0,360.0,0.0,0.0,0.0,0.0,2.0,0.0,False,School of Engineering & Applied Science,0,6.0,7.0,5.0,7.0
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,14.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
3,32.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,True,College and Graduate School of Arts & Sciences,1,7.0,7.0,0.0,5.0
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,6.0,114.0,6.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,132.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
30,664.0,98.0,2.0,0.0,0.0,26.0,14.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,
1,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,72.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,70.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,True,,,,,,
2,,,,,,,,,,,,,,,
13,336.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,False,School of Engineering & Applied Science,2,9.0,8.0,9.0,9.0
3,,,,,,,,,,,,,,,
2,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
10,68.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
10,54.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
28,216.0,42.0,0.0,0.0,0.0,3.0,3.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
9,276.0,5.0,0.0,0.0,0.0,6.0,1.0,0.0,False,,,,,,
4,224.0,196.0,0.0,0.0,0.0,0.0,8.0,0.0,False,,,,,,
1,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
18,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
7,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,False,,,,,,
2,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
6,42.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,16.0,28.0,8.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
4,156.0,188.0,0.0,0.0,0.0,4.0,0.0,0.0,False,School of Engineering & Applied Science,1,8.0,8.0,7.0,9.0
1,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
7,45.0,8.0,0.0,0.0,0.0,3.0,21.0,0.0,False,,,,,,
2,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,36.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
3,4.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,
1,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
4,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,True,,,,,,
1,42.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,,,,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
13,51.0,54.0,3.0,0.0,0.0,0.0,7.0,0.0,False,,,,,,
16,15.0,96.0,0.0,0.0,0.0,3.0,21.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,6.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
2,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
8,24.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,468.0,20.0,0.0,0.0,0.0,0.0,4.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,16.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
6,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
1,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
4,,,,,,,,,,,,,,,
42,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,90.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
9,132.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,74.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
3,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,False,,,,,,
10,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,51.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
3,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,False,,,,,,
5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,College and Graduate School of Arts & Sciences,,,,,
2,12.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,46.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,,,,,,
1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
3,42.0,732.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
8,1288.0,0.0,8.0,0.0,0.0,32.0,40.0,0.0,True,School of Architecture,2,8.0,8.0,9.0,8.0
1,,,,,,,,,,,,,,,
