Number of Fairs Attended,Internship Applications,Job Applications,Fellowship Applications,Graduate School,Cooperative Education,Experiential Learning,On Campus Student Employment,Volunteer,First Gen,College_fds_2024,Number of Internships,Career Readiness,Alignment,Q10.4_fds_2024,Q10.5_fds_2024
24,72.0,0.0,0.0,0.0,0.0,20.0,40.0,0.0,True,,,,,,
11,108.0,132.0,0.0,0.0,0.0,24.0,16.0,0.0,True,School of Engineering & Applied Science,1,4.0,6.0,6.0,6.0
1,,,,,,,,,,,,,,,
6,17.0,85.0,0.0,0.0,0.0,3.0,1.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
14,100.0,256.0,0.0,0.0,0.0,28.0,0.0,0.0,False,,,,,,
48,45.0,9.0,0.0,0.0,0.0,9.0,15.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
11,190.0,344.0,0.0,0.0,0.0,0.0,70.0,0.0,False,,,,,,
1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
6,138.0,24.0,0.0,0.0,0.0,0.0,93.0,0.0,False,College and Graduate School of Arts & Sciences,1,5.0,8.0,8.0,7.0
1,,,,,,,,,,,,,,,
16,868.0,60.0,0.0,0.0,4.0,46.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
8,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
18,1224.0,952.0,0.0,0.0,4.0,20.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,
12,54.0,18.0,0.0,0.0,0.0,6.0,0.0,0.0,False,,,,,,
1,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,366.0,414.0,0.0,0.0,12.0,0.0,0.0,0.0,False,,,,,,
2,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
8,220.0,328.0,4.0,0.0,0.0,12.0,52.0,0.0,False,College and Graduate School of Arts & Sciences,,,,,
1,39.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,False,,,,,,
1,8.0,126.0,2.0,0.0,0.0,0.0,12.0,0.0,False,College and Graduate School of Arts & Sciences,2,10.0,10.0,10.0,10.0
1,,,,,,,,,,,,,,,
1,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,False,,,,,,
11,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
4,54.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,142.0,72.0,0.0,0.0,0.0,0.0,6.0,0.0,False,,,,,,
3,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,18.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,True,School of Engineering & Applied Science,2,8.0,10.0,9.0,8.0
11,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
1,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,306.0,76.0,6.0,0.0,0.0,2.0,12.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
4,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
47,230.0,254.0,4.0,0.0,0.0,22.0,12.0,0.0,False,,,,,,
8,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,20.0,60.0,0.0,0.0,0.0,0.0,4.0,0.0,False,College and Graduate School of Arts & Sciences,2,9.0,10.0,8.0,7.0
1,,,,,,,,,,,,,,,
1,3.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,27.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,True,,,,,,
8,120.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,False,School of Engineering & Applied Science,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,81.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,
5,267.0,99.0,0.0,0.0,0.0,3.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,2,7.0,10.0,9.0,8.0
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
39,900.0,873.0,36.0,0.0,0.0,9.0,0.0,0.0,False,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
7,0.0,36.0,0.0,0.0,0.0,0.0,24.0,0.0,False,College and Graduate School of Arts & Sciences,0,6.0,6.0,2.0,2.0
6,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,
26,56.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,True,,,,,,
1,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,92.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,False,,,,,,
6,24.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,False,College and Graduate School of Arts & Sciences,2,10.0,10.0,8.0,10.0
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,12.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
20,142.0,2.0,4.0,0.0,0.0,6.0,6.0,0.0,False,,,,,,
3,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
3,,,,,,,,,,,,,,,
1,0.0,15.0,0.0,0.0,0.0,0.0,25.0,0.0,True,,,,,,
6,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
20,84.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
30,675.0,54.0,0.0,0.0,0.0,0.0,9.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,College and Graduate School of Arts & Sciences,0,9.0,9.0,9.0,6.0
1,,,,,,,,,,,,,,,
81,207.0,315.0,9.0,0.0,0.0,12.0,12.0,0.0,True,,,,,,
9,882.0,456.0,0.0,0.0,0.0,0.0,24.0,0.0,False,,,,,,
3,52.0,7.0,2.0,0.0,0.0,0.0,7.0,0.0,True,,,,,,
15,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,10.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
12,549.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,4.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,False,,,,,,
1,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,School of Engineering & Applied Science,2,10.0,10.0,10.0,10.0
1,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
17,82.0,42.0,0.0,0.0,0.0,6.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,3+,7.0,7.0,6.0,6.0
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,39.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,True,College and Graduate School of Arts & Sciences,0,8.0,9.0,9.0,10.0
1,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
3,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,True,,,,,,
1,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,True,,,,,,
6,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,True,,,,,,
2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,16.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
2,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,False,,,,,,
1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,6.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
5,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
26,496.0,104.0,0.0,0.0,0.0,48.0,24.0,0.0,False,College and Graduate School of Arts & Sciences,3+,8.0,6.0,6.0,5.0
3,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,56.0,24.0,0.0,0.0,0.0,0.0,8.0,0.0,True,College and Graduate School of Arts & Sciences,0,3.0,3.0,3.0,5.0
1,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
12,432.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
8,33.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
7,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,1,8.0,9.0,10.0,8.0
8,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,False,,,,,,
3,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,240.0,388.0,0.0,0.0,0.0,0.0,12.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
9,24.0,174.0,0.0,0.0,0.0,0.0,6.0,0.0,True,School of Engineering & Applied Science,2,10.0,10.0,10.0,10.0
1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,True,,,,,,
11,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
68,68.0,772.0,0.0,12.0,0.0,8.0,0.0,0.0,True,,,,,,
3,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,False,,,,,,
1,90.0,63.0,0.0,0.0,0.0,0.0,6.0,0.0,False,College and Graduate School of Arts & Sciences,1,5.0,7.0,9.0,7.0
1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,False,College and Graduate School of Arts & Sciences,0,6.0,6.0,8.0,8.0
8,48.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
4,48.0,6.0,0.0,0.0,0.0,0.0,90.0,0.0,False,College and Graduate School of Arts & Sciences,1,2.0,2.0,6.0,7.0
1,,,,,,,,,,,,,,,
3,144.0,6.0,0.0,0.0,0.0,0.0,48.0,0.0,False,,,,,,
1,16.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,False,College and Graduate School of Arts & Sciences,1,5.0,5.0,5.0,7.0
4,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,87.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,92.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,False,,,,,,
2,,,,,,,,,,,,,,,
5,26.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
5,4.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,False,,,,,,
3,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
3,3552.0,672.0,0.0,6.0,0.0,0.0,18.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
96,189.0,1449.0,0.0,0.0,0.0,18.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
5,10.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
2,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
1,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,44.0,30.0,0.0,0.0,0.0,6.0,0.0,0.0,False,School of Engineering & Applied Science,1,4.0,5.0,3.0,2.0
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
3,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,25.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,False,School of Data Science,3+,9.0,7.0,5.0,6.0
1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,False,School of Data Science,2,9.0,8.0,7.0,8.0
1,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
18,0.0,162.0,18.0,0.0,0.0,6.0,30.0,0.0,False,,,,,,
8,,,,,,,,,,,,,,,
1,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,60.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
2,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,58.0,0.0,0.0,0.0,0.0,2.0,0.0,True,,,,,,
30,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,666.0,48.0,0.0,0.0,0.0,0.0,6.0,0.0,False,School of Engineering & Applied Science,2,9.0,6.0,6.0,8.0
1,,,,,,,,,,,,,,,
16,180.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,False,,,,,,
9,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
45,1161.0,18.0,0.0,0.0,9.0,27.0,9.0,0.0,False,,,,,,
3,126.0,567.0,0.0,0.0,0.0,3.0,0.0,0.0,False,,,,,,
9,0.0,6.0,0.0,0.0,0.0,0.0,69.0,0.0,False,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,False,,,,,,
5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
7,32.0,2.0,2.0,0.0,0.0,0.0,14.0,0.0,True,,,,,,
2,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,132.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,False,,,,,,
1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
13,166.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,50.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,True,,,,,,
4,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,
1,10.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,
8,330.0,1131.0,0.0,0.0,0.0,0.0,24.0,6.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
50,718.0,254.0,0.0,0.0,0.0,16.0,2.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
3,34.0,113.0,0.0,0.0,0.0,3.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
4,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
6,0.0,54.0,0.0,0.0,0.0,0.0,12.0,0.0,False,College and Graduate School of Arts & Sciences,,,,,
6,26.0,44.0,0.0,0.0,0.0,2.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
3,128.0,306.0,0.0,0.0,0.0,0.0,4.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,4.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
4,0.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,False,,,,,,
1,146.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
27,,,,,,,,,,,,,,,
1,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
3,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,,,,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,False,School of Data Science,0,7.0,10.0,10.0,8.0
1,,,,,,,,,,,,,,,
4,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
34,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
3,0.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,False,,,,,,
5,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,1,10.0,10.0,10.0,3.0
8,,,,,,,,,,,,,,,
2,0.0,92.0,0.0,0.0,0.0,0.0,8.0,0.0,False,,,,,,
4,64.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
8,26.0,8.0,4.0,0.0,0.0,0.0,42.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
8,16.0,16.0,0.0,0.0,0.0,0.0,12.0,0.0,False,College and Graduate School of Arts & Sciences,,,,,
6,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,0.0,2.0,0.0,0.0,0.0,3.0,4.0,0.0,False,,,,,,
1,0.0,3.0,0.0,0.0,0.0,0.0,27.0,0.0,True,,,,,,
12,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
6,0.0,14.0,0.0,0.0,0.0,0.0,4.0,0.0,True,,,,,,
1,72.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
2,216.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,True,College and Graduate School of Arts & Sciences,0,6.0,8.0,8.0,8.0
1,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
16,8.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,38.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
12,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,0,6.0,7.0,6.0,6.0
1,,,,,,,,,,,,,,,
2,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,
2,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
3,74.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,False,,,,,,
22,57.0,36.0,0.0,0.0,0.0,30.0,0.0,6.0,False,,,,,,
1,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,
4,15.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
6,0.0,116.0,0.0,0.0,0.0,8.0,0.0,0.0,False,,,,,,
4,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
42,348.0,1332.0,0.0,0.0,0.0,21.0,3.0,0.0,False,,,,,,
2,150.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,True,,,,,,
1,26.0,214.0,12.0,2.0,2.0,0.0,8.0,0.0,False,,,,,,
5,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
5,60.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,3+,7.0,9.0,9.0,9.0
4,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
16,0.0,114.0,0.0,0.0,0.0,6.0,0.0,0.0,False,,,,,,
2,,,,,,,,,,,,,,,
4,30.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,36.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
10,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
