FIPS,Jurisdiction,Total Population,American Indian population,Asian population,Black population,Pacific Islander population,Two or more races population,White population,Hispanic population,Average Annual Pay,Percent without HS diploma,Percent with only HS diploma,Percent with some college,Percent with college degree,Number in poverty,Cost of living,Years of Potential Life Lost Rate,Percent Fair or Poor Health,Average Number of Mentally Unhealthy Days,Percent Adults Reporting Currently Smoking,Percent Adults with Obesity,Food Environment Index
51520,Bristol city,17054,1.08,1.35,8.02,0.12,2.42,91.89,2.68,35546.02323503128,13.779079225638524,30.600292825768665,32.8127541890353,22.807873759557506,3098.0,85.0586919293233,11285.191642,18.5,5.7230697293,20.1,39.0,6.4
51530,Buena Vista city,6601,1.91,1.05,6.51,0.61,2.45,92.43,3.39,33479.0,18.737574552683895,32.65407554671968,27.137176938369784,21.47117296222664,921.0,88.8619617117737,13547.717037,20.7,5.8610124547,22.0,38.4,2.5
51540,Charlottesville city,45672,1.02,8.66,19.4,0.28,3.44,74.22,5.97,75130.21491782553,8.019445199891216,15.709137884144683,17.327304868098995,58.944112047865104,9432.0,105.765572481609,6341.7840901,15.4,5.2123989474,14.5,32.4,8.1
51550,Chesapeake city,251269,1.39,5.5,32.68,0.32,3.98,64.52,7.33,48908.937975424225,6.684539661403842,23.46454727030626,34.08907171390527,35.761841354384636,20347.0,98.95647293661,7412.7060483,14.7,4.6631250728,14.1,36.1,9.1
51570,Colonial Heights city,18273,1.52,4.56,20.23,0.36,3.06,76.46,7.67,31996.616668546296,8.534570911665226,30.984032093133013,32.39990560843231,28.081491386769446,1704.0,91.337498804699,12686.855232,14.8,5.205607304,15.6,37.8,8.4
51580,Covington city,5717,1.07,1.43,15.29,0.1,2.73,84.85,2.68,66772.70210409745,11.375595088950138,48.03307441743924,29.19067902781258,11.400651465798045,979.0,89.7294680942545,15887.534993,19.7,5.7865724741,21.6,39.9,7.5
51590,Danville city,42215,0.9,1.71,53.48,0.17,1.85,45.64,5.12,39093.966196689726,15.575689707828566,38.38270725168822,27.39149614849503,18.65010689198819,9832.0,87.0096961650308,16344.016766,23.6,5.5653029126,22.1,45.0,7.2
51595,Emporia city,5667,1.16,1.2,66.91,0.14,1.94,32.52,6.62,41708.693441789525,23.095051060487037,35.19245875883739,25.24221000261849,16.470280178057084,1143.0,86.6367733793884,20918.262896,28.4,5.9856081092,25.0,47.3,8.1
51600,Fairfax city,24276,1.76,21.59,7.91,0.4,3.9,72.35,18.25,64839.17254573717,7.7677039941190875,14.132565547659887,18.047047292330312,60.052683165890706,1747.0,115.930722310369,7970.9820919,11.9,4.3470793694,10.2,28.6,9.3
51610,Falls Church city,14493,1.84,12.75,6.24,0.29,4.91,83.91,11.13,66081.32499230848,2.594728171334432,7.125205930807249,11.408566721581549,78.87149917627677,581.0,120.157540546707,6854.9252371,8.4,4.0035576534,7.5,30.9,
51620,Franklin city,8217,1.18,1.33,57.87,0.11,2.58,42.14,2.93,25314.244604316547,15.744831242268953,32.40855274783531,28.662307828238205,23.18430818165754,1584.0,90.9837799427008,17924.74508,22.7,5.6798744982,20.8,43.9,5.4
51630,Fredericksburg city,28367,1.79,4.93,27.79,0.4,4.99,70.29,11.64,52640.31483589921,7.456945019826004,21.506776350831508,27.561105521690244,43.475173107652246,3696.0,106.202294826492,10532.483635,15.1,5.2152560298,14.0,36.1,8.2
51640,Galax city,6660,1.17,1.44,8.6,0.33,2.58,91.05,17.24,35143.05778491172,19.76534296028881,25.676895306859205,37.09386281588448,17.46389891696751,1334.0,86.0855683479491,19045.693715,21.0,5.8472619082,21.2,39.6,7.7
