,avg_unemployment,survey_year,Auth Identifier,Outcome,number_of_internships,primary_major,Gender,primary_college,Outcome_binary,Total Unique Fairs Attended,total_apps,Educations Cumulative Gpa,ipp_flag,Internship_binary,binary_cont_education,binary_still_looking,fairs_above_avg,apps_above_avg
4734,4.0,2024,eaz6hk,Continuing Education,0,Chemistry,Male,College and Graduate School of Arts & Sciences,0,2,8,,0,0,1,0,1,0
4735,4.0,2024,eaz6hk,Continuing Education,0,Chemistry,Male,College and Graduate School of Arts & Sciences,0,2,8,4.43,0,0,1,0,1,0
4736,4.0,2024,tce4gu,Working,2,Foreign Affairs,Male,College and Graduate School of Arts & Sciences,1,1,36,,0,1,0,0,0,0
4737,4.0,2024,lpd2hqg,Working,1,French,Female,College and Graduate School of Arts & Sciences,1,0,20,,0,1,0,0,0,0
4738,4.0,2024,pj8wfq,Continuing Education,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,1,13,,0,1,1,0,0,0
4739,4.0,2024,gr2dy,Continuing Education,3,Engineering - Chemical Engineering,Female,School of Engineering & Applied Science,0,10,95,,0,1,1,0,1,1
4740,4.0,2024,nvx9mc,Continuing Education,2,Neuroscience - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,1,4,,0,1,1,0,0,0
4741,4.0,2024,seh6fy,Working,3,Engineering - Computer Science,Female,School of Engineering & Applied Science,1,10,375,,0,1,0,0,1,1
4742,4.0,2024,ctc8qwt,Working,2,Philosophy,Male,College and Graduate School of Arts & Sciences,1,1,77,,0,1,0,0,0,1
4743,4.0,2024,ggd4kfa,Working,2,Engineering - Aerospace Engineering,Female,School of Engineering & Applied Science,1,0,21,,0,1,0,0,0,0
4744,4.0,2024,cld3fsr,Military,1,Government,Male,College and Graduate School of Arts & Sciences,0,1,1,,0,1,0,0,0,0
4745,4.0,2024,aps4yj,Working,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,28,4.0,0,1,0,0,0,0
4746,4.0,2024,cmk6z,Still Looking,3,Government,Female,College and Graduate School of Arts & Sciences,0,3,16,4.0,0,1,0,1,1,0
4747,4.0,2024,xqg8aq,Continuing Education,0,Education - Kinesiology,Female,School of Education and Human Development,0,0,7,3.6,0,0,1,0,0,0
4748,4.0,2024,sme8sg,Continuing Education,1,Political Philosophy Policy & Law - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,0,74,3.92,0,1,1,0,0,1
4749,4.0,2024,qge7sm,Fellowship,1,Biology,Male,College and Graduate School of Arts & Sciences,0,1,3,,0,1,0,0,0,0
4750,4.0,2024,jpt5an,Still Looking,0,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,0,0,0,,0,0,0,1,0,0
4751,4.0,2024,pds9udu,Still Looking,0,Government,Male,College and Graduate School of Arts & Sciences,0,0,0,3.83,0,0,0,1,0,0
4752,4.0,2024,pds9udu,Still Looking,0,Government,Male,College and Graduate School of Arts & Sciences,0,0,0,3.94,0,0,0,1,0,0
4753,4.0,2024,mmb3yy,Working,0,Computer Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,3,86,,0,0,0,0,1,1
4754,4.0,2024,rsl7ej,Working,2,Computer Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,3,34,3.85,0,1,0,0,1,0
4755,4.0,2024,rsl7ej,Working,2,Computer Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,3,34,4.22,0,1,0,0,1,0
4756,4.0,2024,asa8vd,Still Looking,2,Global Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,0,214,,0,1,0,1,0,1
4757,4.0,2024,acc6p,Working,1,Nursing,Female,School of Nursing,1,0,0,,0,1,0,0,0,0
4758,4.0,2024,uyx6bd,Working,0,Education - Counselor Education,Female,School of Education and Human Development,1,0,0,,0,0,0,0,0,0
4759,4.0,2024,uyx6bd,Working,0,Education - Counselor Education,Female,School of Education and Human Development,1,0,0,4.0,0,0,0,0,0,0
4760,4.0,2024,epg7tey,Continuing Education,0,English,Female,College and Graduate School of Arts & Sciences,0,2,14,,0,0,1,0,1,0
4761,4.0,2024,brk2jw,Still Looking,1,Government,Female,College and Graduate School of Arts & Sciences,0,1,30,,0,1,0,1,0,0
4762,4.0,2024,brk2jw,Still Looking,1,Government,Female,College and Graduate School of Arts & Sciences,0,1,30,3.6,0,1,0,1,0,0
4763,4.0,2024,nic9fh,Working,2,Computer Science,Female,College and Graduate School of Arts & Sciences,1,5,51,3.86,0,1,0,0,1,1
4764,4.0,2024,jog2bq,Continuing Education,0,Government,Male,College and Graduate School of Arts & Sciences,0,0,30,,0,0,1,0,0,0
4765,4.0,2024,afj8am,Still Looking,0,Data Science,Female,School of Data Science,0,8,50,,0,0,0,1,1,1
4766,4.0,2024,sam2mdf,Still Looking,1,American Studies - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,0,3,372,,0,1,0,1,1,1
4767,4.0,2024,jcs2fn,Working,2,Computer Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,3,27,,0,1,0,0,1,0
4768,4.0,2024,jcs2fn,Working,2,Computer Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,3,27,4.51,0,1,0,0,1,0
4769,4.0,2024,rtr7dem,Continuing Education,1,Biology,Female,College and Graduate School of Arts & Sciences,0,0,3,,0,1,1,0,0,0
4770,4.0,2024,kec2vn,Continuing Education,0,Applied Statistics,Female,College and Graduate School of Arts & Sciences,0,0,50,,0,0,1,0,0,1
4771,4.0,2024,kec2vn,Continuing Education,0,Applied Statistics,Female,College and Graduate School of Arts & Sciences,0,0,50,4.3,0,0,1,0,0,1
4772,4.0,2024,kec2vn,Continuing Education,0,Applied Statistics,Female,College and Graduate School of Arts & Sciences,0,0,50,3.5,0,0,1,0,0,1
4773,4.0,2024,jgc8ze,Still Looking,0,Chemistry,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,0,0,1,0,0
4774,4.0,2024,csm7tyv,Continuing Education,2,Education - Kinesiology,Male,School of Education and Human Development,0,0,0,,0,1,1,0,0,0
4775,4.0,2024,eyl4qaq,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,1,13,,0,1,0,0,0,0
4776,4.0,2024,rqp6xp,Working,3,Cognitive Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,0,1,,0,1,0,0,0,0
4777,4.0,2024,yd8hsn,Working,3,Economics,Female,College and Graduate School of Arts & Sciences,1,6,66,,0,1,0,0,1,1
4778,4.0,2024,wem4uv,Working,3,Nursing,Female,School of Nursing,1,0,0,,0,1,0,0,0,0
4779,4.0,2024,cuq7ue,Fellowship,1,Public Health,Female,School of Medicine,0,0,8,,0,1,0,0,0,0
4780,4.0,2024,ccp6j,Working,2,French,Female,College and Graduate School of Arts & Sciences,1,3,58,,0,1,0,0,1,1
4781,4.0,2024,arm6ura,Working,1,English,Female,College and Graduate School of Arts & Sciences,1,0,44,3.5,0,1,0,0,0,0
4782,4.0,2024,ecm8yu,Still Looking,2,Engineering - Engineering Science,Female,School of Engineering & Applied Science,0,7,93,,0,1,0,1,1,1
4783,4.0,2024,wjb8ck,Working,2,Economics,Male,College and Graduate School of Arts & Sciences,1,1,180,3.6,0,1,0,0,0,1
4784,4.0,2024,wjb8ck,Working,2,Economics,Male,College and Graduate School of Arts & Sciences,1,1,180,4.0,0,1,0,0,0,1
4785,4.0,2024,mkh3zn,Continuing Education,0,Sociology,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,0,1,0,0,0
4786,4.0,2024,lel7qbs,Working,2,Biology,Female,College and Graduate School of Arts & Sciences,1,3,64,,0,1,0,0,1,1
4787,4.0,2024,rte3gcn,Working,3,Global Studies - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,1,150,,0,1,0,0,0,1
4788,4.0,2024,rte3gcn,Working,3,Global Studies - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,1,150,3.88,0,1,0,0,0,1
4789,4.0,2024,ma6zp,Working,0,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,1,31,,0,0,0,0,0,0
4790,4.0,2024,ma6zp,Working,0,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,1,31,3.83,0,0,0,0,0,0
4791,4.0,2024,hlg5vbk,Continuing Education,1,Foreign Affairs,Female,College and Graduate School of Arts & Sciences,0,0,60,,0,1,1,0,0,1
4792,4.0,2024,ash6zqs,Working,2,Engineering - Mechanical Engineering,Female,School of Engineering & Applied Science,1,1,52,,0,1,0,0,0,1
4793,4.0,2024,cet8ded,Working,1,Mathematics,Female,College and Graduate School of Arts & Sciences,1,0,10,,0,1,0,0,0,0
4794,4.0,2024,dh2jm,Still Looking,1,Cognitive Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,1,983,,1,1,0,1,0,1
4795,4.0,2024,hca3zx,Still Looking,1,Foreign Affairs,Female,College and Graduate School of Arts & Sciences,0,1,30,,0,1,0,1,0,0
4796,4.0,2024,wjs3jc,Still Looking,2,Data Science,Male,School of Data Science,0,5,24,3.31,0,1,0,1,1,0
4797,4.0,2024,wjs3jc,Still Looking,2,Data Science,Male,School of Data Science,0,5,24,4.0,0,1,0,1,1,0
4798,4.0,2024,wjs3jc,Still Looking,2,Data Science,Male,School of Data Science,0,5,24,3.82,0,1,0,1,1,0
4799,4.0,2024,jlr9scw,Working,1,Architecture - Urban & Environmental Planning,Female,School of Architecture,1,0,44,,1,1,0,0,0,0
4800,4.0,2024,jlr9scw,Working,1,Architecture - Urban & Environmental Planning,Female,School of Architecture,1,0,44,3.9,1,1,0,0,0,0
4801,4.0,2024,yua7wc,Continuing Education,1,Education - Educational Psychology,Female,School of Education and Human Development,0,0,0,,0,1,1,0,0,0
4802,4.0,2024,osv7jp,Working,3,Environmental Sciences,Female,College and Graduate School of Arts & Sciences,1,2,114,,0,1,0,0,1,1
4803,4.0,2024,osv7jp,Working,3,Environmental Sciences,Female,College and Graduate School of Arts & Sciences,1,2,114,4.3,0,1,0,0,1,1
4804,4.0,2024,sjh7yg,Still Looking,3,Data Science,Male,School of Data Science,0,5,7,,0,1,0,1,1,0
4805,4.0,2024,jh7gns,Still Looking,2,Art - Art History,Female,College and Graduate School of Arts & Sciences,0,1,6,3.84,0,1,0,1,0,0
4806,4.0,2024,jjs2vk,Working,3,Architecture,Male,School of Architecture,1,6,15,3.79,0,1,0,0,1,0
4807,4.0,2024,jjs2vk,Working,3,Architecture,Male,School of Architecture,1,6,15,3.44,0,1,0,0,1,0
4808,4.0,2024,gwe9wa,Still Looking,2,Economics,Female,College and Graduate School of Arts & Sciences,0,1,13,,0,1,0,1,0,0
4809,4.0,2024,wbn8te,Still Looking,0,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,0,0,19,3.3,0,0,0,1,0,0
4810,4.0,2024,wbn8te,Still Looking,0,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,0,0,19,,0,0,0,1,0,0
4811,4.0,2024,jjl7nh,Working,2,Nursing,Female,School of Nursing,1,0,7,,0,1,0,0,0,0
4812,4.0,2024,jjc5va,Working,2,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,3,67,,0,1,0,0,1,1
4813,4.0,2024,bd5ts,Working,1,Economics,Female,College and Graduate School of Arts & Sciences,1,3,318,,0,1,0,0,1,1
4814,4.0,2024,ami9tjm,Continuing Education,3,Biology,Male,College and Graduate School of Arts & Sciences,0,0,210,3.94,0,1,1,0,0,1
4815,4.0,2024,rnt2yx,Working,2,Engineering - Computer Engineering,Female,School of Engineering & Applied Science,1,4,126,3.75,0,1,0,0,1,1
4816,4.0,2024,rnt2yx,Working,2,Engineering - Computer Engineering,Female,School of Engineering & Applied Science,1,4,126,4.0,0,1,0,0,1,1
4817,4.0,2024,rnt2yx,Working,2,Engineering - Computer Engineering,Female,School of Engineering & Applied Science,1,4,126,4.3,0,1,0,0,1,1
4818,4.0,2024,rbc3tvs,Continuing Education,2,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,0,3,5,,0,1,1,0,1,0
4819,4.0,2024,kst3ank,Continuing Education,3,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,0,3,4,3.95,0,1,1,0,1,0
4820,4.0,2024,ajt4vxj,Working,0,Astronomy,Male,College and Graduate School of Arts & Sciences,1,0,16,,0,0,0,0,0,0
4821,4.0,2024,nja9ac,Working,2,Economics,Male,College and Graduate School of Arts & Sciences,1,3,2,4.57,0,1,0,0,1,0
4822,4.0,2024,nja9ac,Working,2,Economics,Male,College and Graduate School of Arts & Sciences,1,3,2,3.57,0,1,0,0,1,0
4823,4.0,2024,tfd6ksd,Working,2,Economics,Female,College and Graduate School of Arts & Sciences,1,5,112,4.43,0,1,0,0,1,1
4824,4.0,2024,tfd6ksd,Working,2,Economics,Female,College and Graduate School of Arts & Sciences,1,5,112,3.42,0,1,0,0,1,1
4825,4.0,2024,dau4bm,Working,2,Engineering - Systems Engineering,Male,School of Engineering & Applied Science,1,13,78,,0,1,0,0,1,1
4826,4.0,2024,dau4bm,Working,2,Engineering - Systems Engineering,Male,School of Engineering & Applied Science,1,13,78,3.66,0,1,0,0,1,1
4827,4.0,2024,www6yvs,Continuing Education,2,Biology,Female,College and Graduate School of Arts & Sciences,0,3,1,,0,1,1,0,1,0
4828,4.0,2024,rc8upm,Working,3,Economics,Female,College and Graduate School of Arts & Sciences,1,2,62,,0,1,0,0,1,1
4829,4.0,2024,trz6rv,Working,0,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0
4830,4.0,2024,as5ssq,Working,2,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,1,7,58,,0,1,0,0,1,1
4831,4.0,2024,btb6fa,Continuing Education,1,Biology,Female,College and Graduate School of Arts & Sciences,0,0,4,,0,1,1,0,0,0
4832,4.0,2024,lcs6bak,Working,2,Computer Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,3,102,,0,1,0,0,1,1
4833,4.0,2024,nkt5pk,Still Looking,0,Foreign Affairs,Female,College and Graduate School of Arts & Sciences,0,6,92,3.83,0,0,0,1,1,1
4834,4.0,2024,sgh6hm,Working,0,Cognitive Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0
4835,4.0,2024,enb7n,Working,1,Architecture - Urban & Environmental Planning,Female,School of Architecture,1,1,0,3.88,0,1,0,0,0,0
4836,4.0,2024,jaa4xh,Working,2,Biology,Male,College and Graduate School of Arts & Sciences,1,14,218,4.91,0,1,0,0,1,1
4837,4.0,2024,jaa4xh,Working,2,Biology,Male,College and Graduate School of Arts & Sciences,1,14,218,3.6,0,1,0,0,1,1
4838,4.0,2024,wh4ry,Still Looking,0,Engineering - Chemical Engineering,Male,School of Engineering & Applied Science,0,0,6,,0,0,0,1,0,0
4839,4.0,2024,smd8bcq,Working,1,Media Studies,Female,College and Graduate School of Arts & Sciences,1,0,5,,0,1,0,0,0,0
4840,4.0,2024,ral8pd,Working,1,English,Male,College and Graduate School of Arts & Sciences,1,6,147,3.9,0,1,0,0,1,1
4841,4.0,2024,dra9mjz,Continuing Education,2,Biology,Female,College and Graduate School of Arts & Sciences,0,8,44,,1,1,1,0,1,0
4842,4.0,2024,mej3xvb,Continuing Education,2,Education - Kinesiology,Female,School of Education and Human Development,0,0,2,3.5,0,1,1,0,0,0
4843,4.0,2024,sf6jxp,Continuing Education,2,Women Gender & Sexuality - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,1,61,,0,1,1,0,0,1
4844,4.0,2024,wse4zph,Working,2,Government,Male,College and Graduate School of Arts & Sciences,1,1,0,,0,1,0,0,0,0
4845,4.0,2024,ccl7qbu,Working,1,Engineering - Aerospace Engineering,Male,School of Engineering & Applied Science,1,3,21,3.22,0,1,0,0,1,0
4846,4.0,2024,yz4xy,Working,3,Computer Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,4,6,4.0,0,1,0,0,1,0
4847,4.0,2024,wjf8kn,Continuing Education,2,Government,Male,College and Graduate School of Arts & Sciences,0,1,10,,0,1,1,0,0,0
4848,4.0,2024,lw7dz,Working,2,Chemistry,Female,College and Graduate School of Arts & Sciences,1,1,30,,0,1,0,0,0,0
4849,4.0,2024,bob6dh,Working,2,Economics,Male,College and Graduate School of Arts & Sciences,1,3,10,3.8,0,1,0,0,1,0
4850,4.0,2024,pxx8wq,Working,2,Architecture,Female,School of Architecture,1,1,73,3.62,0,1,0,0,0,1
4851,4.0,2024,neq2jn,Working,0,Biology,Female,College and Graduate School of Arts & Sciences,1,0,48,,0,0,0,0,0,1
4852,4.0,2024,aja7jy,Working,1,Chemistry,Male,College and Graduate School of Arts & Sciences,1,0,0,,0,1,0,0,0,0
4853,4.0,2024,jmh9sc,Working,1,Architecture - Urban & Environmental Planning,Male,School of Architecture,1,3,31,,0,1,0,0,1,0
4854,4.0,2024,jmh9sc,Working,1,Architecture - Urban & Environmental Planning,Male,School of Architecture,1,3,31,3.3,0,1,0,0,1,0
4855,4.0,2024,cpc2k,Still Looking,0,Psychology,Male,College and Graduate School of Arts & Sciences,0,0,7,,0,0,0,1,0,0
4856,4.0,2024,jwm6tu,Working,2,Psychology,Male,College and Graduate School of Arts & Sciences,1,0,1,,0,1,0,0,0,0
4857,4.0,2024,bmn5nd,Working,3,Architecture,Female,School of Architecture,1,0,16,,0,1,0,0,0,0
4858,4.0,2024,eve3qzb,Continuing Education,0,Education - Speech Communication Disorders,Female,School of Education and Human Development,0,0,0,4.48,0,0,1,0,0,0
4859,4.0,2024,rch2jkg,Working,3,History,Male,College and Graduate School of Arts & Sciences,1,9,1686,,0,1,0,0,1,1
4860,4.0,2024,rch2jkg,Working,3,History,Male,College and Graduate School of Arts & Sciences,1,9,1686,3.56,0,1,0,0,1,1
4861,4.0,2024,ow9eqb,Still Looking,1,Biology,Female,College and Graduate School of Arts & Sciences,0,0,10,,0,1,0,1,0,0
4862,4.0,2024,ow9eqb,Still Looking,1,Biology,Female,College and Graduate School of Arts & Sciences,0,0,10,3.96,0,1,0,1,0,0
4863,4.0,2024,gz7bc,Working,2,Engineering - Chemical Engineering,Female,School of Engineering & Applied Science,1,15,209,,0,1,0,0,1,1
4864,4.0,2024,il8az,Still Looking,2,Political & Social Thought - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,0,22,,0,1,0,1,0,0
4865,4.0,2024,il8az,Still Looking,2,Political & Social Thought - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,0,22,3.94,0,1,0,1,0,0
4866,4.0,2024,hmo3yvm,Volunteering,1,Philosophy,Male,College and Graduate School of Arts & Sciences,0,0,9,4.44,0,1,0,0,0,0
4867,4.0,2024,hmo3yvm,Volunteering,1,Philosophy,Male,College and Graduate School of Arts & Sciences,0,0,9,3.98,0,1,0,0,0,0
4868,4.0,2024,jlw4gx,Working,3,Economics,Male,College and Graduate School of Arts & Sciences,1,8,126,,0,1,0,0,1,1
4869,4.0,2024,jjm4kj,Working,2,Economics,Male,College and Graduate School of Arts & Sciences,1,8,235,,0,1,0,0,1,1
4870,4.0,2024,hmf8ra,Still Looking,1,History,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,1,0,1,0,0
4871,4.0,2024,amp7spp,Fellowship,1,English,Male,College and Graduate School of Arts & Sciences,0,1,20,,0,1,0,0,0,0
4872,4.0,2024,ejc9ht,Still Looking,1,Computer Science,Female,College and Graduate School of Arts & Sciences,0,8,49,3.84,0,1,0,1,1,1
4873,4.0,2024,kkw6vjq,Working,1,Economics,Female,College and Graduate School of Arts & Sciences,1,2,5,,0,1,0,0,1,0
4874,4.0,2024,hja8ybr,Working,2,Computer Science,Male,College and Graduate School of Arts & Sciences,1,23,451,,0,1,0,0,1,1
4875,4.0,2024,hip7bmg,Still Looking,1,Computer Science,Female,College and Graduate School of Arts & Sciences,0,2,30,3.9,0,1,0,1,1,0
4876,4.0,2024,hip7bmg,Still Looking,1,Computer Science,Female,College and Graduate School of Arts & Sciences,0,2,30,4.0,0,1,0,1,1,0
4877,4.0,2024,btl2xq,Continuing Education,2,Global Studies - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,0,0,0,,0,1,1,0,0,0
4878,4.0,2024,jgm9sp,Working,1,Education - Kinesiology,Male,School of Education and Human Development,1,0,0,,0,1,0,0,0,0
4879,4.0,2024,jam4fsc,Working,1,Cognitive Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,0,0,,0,1,0,0,0,0
4880,4.0,2024,emb5uub,Working,2,Foreign Affairs,Female,College and Graduate School of Arts & Sciences,1,4,21,4.0,0,1,0,0,1,0
4881,4.0,2024,emb5uub,Working,2,Foreign Affairs,Female,College and Graduate School of Arts & Sciences,1,4,21,3.89,0,1,0,0,1,0
4882,4.0,2024,udn5cq,Working,1,Sociology,Male,College and Graduate School of Arts & Sciences,1,3,157,3.15,0,1,0,0,1,1
4883,4.0,2024,udn5cq,Working,1,Sociology,Male,College and Graduate School of Arts & Sciences,1,3,157,,0,1,0,0,1,1
4884,4.0,2024,udn5cq,Working,1,Sociology,Male,College and Graduate School of Arts & Sciences,1,3,157,3.4,0,1,0,0,1,1
4885,4.0,2024,kkh4gce,Working,2,Nursing,Female,School of Nursing,1,0,19,,0,1,0,0,0,0
4886,4.0,2024,bnc4hc,Working,3,Engineering - Mechanical Engineering,Male,School of Engineering & Applied Science,1,6,246,3.95,1,1,0,0,1,1
4887,4.0,2024,bnc4hc,Working,3,Engineering - Mechanical Engineering,Male,School of Engineering & Applied Science,1,6,246,3.58,1,1,0,0,1,1
4888,4.0,2024,ms4tg,Continuing Education,2,Physics,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,1,1,0,0,0
4889,4.0,2024,acc7xxp,Still Looking,2,Psychology,Male,College and Graduate School of Arts & Sciences,0,4,71,,0,1,0,1,1,1
4890,4.0,2024,ecs9ne,Continuing Education,2,Global Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,3,31,,0,1,1,0,1,0
4891,4.0,2024,mdf4zkj,Working,0,Economics,Male,College and Graduate School of Arts & Sciences,1,5,0,,0,0,0,0,1,0
4892,4.0,2024,sbd5dz,Continuing Education,1,Education - Kinesiology,Female,School of Education and Human Development,0,0,0,,0,1,1,0,0,0
4893,4.0,2024,alb8yu,Working,2,Foreign Affairs,Female,College and Graduate School of Arts & Sciences,1,2,182,4.0,0,1,0,0,1,1
4894,4.0,2024,aeh9gfw,Working,1,Chemistry,Female,College and Graduate School of Arts & Sciences,1,2,44,,0,1,0,0,1,0
4895,4.0,2024,aeh9gfw,Working,1,Chemistry,Female,College and Graduate School of Arts & Sciences,1,2,44,3.84,0,1,0,0,1,0
4896,4.0,2024,kka7us,Still Looking,0,Drama,Female,College and Graduate School of Arts & Sciences,0,1,22,,0,0,0,1,0,0
4897,4.0,2024,kka7us,Still Looking,0,Drama,Female,College and Graduate School of Arts & Sciences,0,1,22,3.54,0,0,0,1,0,0
4898,4.0,2024,adj9yx,Working,2,Education - Youth & Social Innovation,Female,School of Education and Human Development,1,4,31,3.94,0,1,0,0,1,0
4899,4.0,2024,ama9ny,Working,2,Engineering - Civil Engineering,Female,School of Engineering & Applied Science,1,1,0,,0,1,0,0,0,0
4900,4.0,2024,itw4vz,Working,3,Media Studies,Female,College and Graduate School of Arts & Sciences,1,4,80,,0,1,0,0,1,1
4901,4.0,2024,itw4vz,Working,3,Media Studies,Female,College and Graduate School of Arts & Sciences,1,4,80,3.72,0,1,0,0,1,1
4902,4.0,2024,tec7zc,Continuing Education,1,Media Culture & Technology,Female,College and Graduate School of Arts & Sciences,0,0,6,,0,1,1,0,0,0
4903,4.0,2024,jku8pk,Working,2,Education - Kinesiology,Female,School of Education and Human Development,1,1,0,,0,1,0,0,0,0
4904,4.0,2024,bva2ht,Working,2,Economics,Male,College and Graduate School of Arts & Sciences,1,10,132,3.81,0,1,0,0,1,1
4905,4.0,2024,eas7sr,Working,3,Economics,Female,College and Graduate School of Arts & Sciences,1,13,156,3.8,0,1,0,0,1,1
4906,4.0,2024,eas7sr,Working,3,Economics,Female,College and Graduate School of Arts & Sciences,1,13,156,,0,1,0,0,1,1
4907,4.0,2024,smb6hf,Continuing Education,1,Environmental Sciences,Female,College and Graduate School of Arts & Sciences,0,0,32,,1,1,1,0,0,0
4908,4.0,2024,cek8ec,Working,3,Global Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,0,52,3.82,0,1,0,0,0,1
4909,4.0,2024,cek8ec,Working,3,Global Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,0,52,,0,1,0,0,0,1
4910,4.0,2024,vch8hpk,Working,0,Psychology,Female,College and Graduate School of Arts & Sciences,1,0,84,3.77,0,0,0,0,0,1
4911,4.0,2024,aaw3bf,Continuing Education,3,Architecture,Female,School of Architecture,0,0,22,3.5,1,1,1,0,0,0
4912,4.0,2024,dng2bt,Working,2,Cognitive Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,4,73,3.6,0,1,0,0,1,1
4913,4.0,2024,dng2bt,Working,2,Cognitive Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,4,73,4.0,0,1,0,0,1,1
4914,4.0,2024,emk5tn,Working,1,Nursing,Female,School of Nursing,1,0,0,,0,1,0,0,0,0
4915,4.0,2024,hm8tp,Working,2,History,Female,College and Graduate School of Arts & Sciences,1,6,550,,0,1,0,0,1,1
4916,4.0,2024,sah7ez,Volunteering,3,Political & Social Thought - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,0,14,3.89,0,1,0,0,0,0
4917,4.0,2024,gtb7kn,Continuing Education,3,Psychology,Male,College and Graduate School of Arts & Sciences,0,2,12,3.8,0,1,1,0,1,0
4918,4.0,2024,yrs9xf,Working,2,Architecture - Landscape Architecture,Female,School of Architecture,1,1,16,,0,1,0,0,0,0
4919,4.0,2024,rcm4ha,Working,3,Spanish,Male,College and Graduate School of Arts & Sciences,1,4,23,3.76,0,1,0,0,1,0
4920,4.0,2024,mm6tun,Working,2,Computer Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,1,167,3.9,0,1,0,0,0,1
4921,4.0,2024,cas2j,Still Looking,2,Architecture - Landscape Architecture,Male,School of Architecture,0,1,1,3.6,0,1,0,1,0,0
4922,4.0,2024,krk8ta,Continuing Education,0,Government,Male,College and Graduate School of Arts & Sciences,0,2,39,,0,0,1,0,1,0
4923,4.0,2024,krk8ta,Continuing Education,0,Government,Male,College and Graduate School of Arts & Sciences,0,2,39,3.36,0,0,1,0,1,0
4924,4.0,2024,lrh7kh,Continuing Education,0,Engineering - Aerospace Engineering,Male,School of Engineering & Applied Science,0,0,6,3.88,0,0,1,0,0,0
4925,4.0,2024,cb7gdk,Fellowship,0,Chinese Language and Literature - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,4,14,3.6,0,0,0,0,1,0
4926,4.0,2024,mbg9ag,Still Looking,1,Architecture,Male,School of Architecture,0,0,11,3.08,0,1,0,1,0,0
4927,4.0,2024,mbg9ag,Still Looking,1,Architecture,Male,School of Architecture,0,0,11,,0,1,0,1,0,0
4928,4.0,2024,vhw9zr,Still Looking,0,Media Studies,Female,College and Graduate School of Arts & Sciences,0,0,0,3.9,0,0,0,1,0,0
4929,4.0,2024,vhw9zr,Still Looking,0,Media Studies,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,0,0,1,0,0
4930,4.0,2024,ahs8du,Continuing Education,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,4,71,4.95,0,1,1,0,1,1
4931,4.0,2024,ahs8du,Continuing Education,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,4,71,3.83,0,1,1,0,1,1
