,avg_unemployment,survey_year,Auth Identifier,Outcome,number_of_internships,primary_major,Gender,primary_college,Outcome_binary,Total Unique Fairs Attended,total_apps,Educations Cumulative Gpa,ipp_flag,Internship_binary,binary_cont_education,binary_still_looking,fairs_above_avg,apps_above_avg
0,5.4,2021,czk4ja,Working,3,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,4.0,0,1,0,0,0,0
1,5.4,2021,czk4ja,Working,3,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,3.8,0,1,0,0,0,0
2,5.4,2021,chb5jc,Working,0,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,1,0,0,3.5,0,0,0,0,0,0
3,5.4,2021,jsb3be,Working,0,Engineering - Civil Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0
4,5.4,2021,tm2xd,Still Looking,1,Public Health,Female,School of Medicine,0,0,0,,0,1,0,1,0,0
5,5.4,2021,rw4wz,Still Looking,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,0,0,0,,0,0,0,1,0,0
6,5.4,2021,rw4wz,Still Looking,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,0,0,0,3.75,0,0,0,1,0,0
7,5.4,2021,xt5st,Still Looking,0,Architecture - Landscape Architecture,Female,School of Architecture,0,0,0,3.34,0,0,0,1,0,0
8,5.4,2021,xt5st,Still Looking,0,Architecture - Landscape Architecture,Female,School of Architecture,0,0,0,3.4,0,0,0,1,0,0
9,5.4,2021,zcm4scz,Working,0,East Asian Studies - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,0,0,3.91,0,0,0,0,0,0
10,5.4,2021,zcm4scz,Working,0,East Asian Studies - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0
11,5.4,2021,bvd5nq,Working,1,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0
12,5.4,2021,yh8zpb,Working,1,Engineering - Systems Engineering,Male,School of Engineering & Applied Science,1,0,0,3.6,0,1,0,0,0,0
13,5.4,2021,yh8zpb,Working,1,Engineering - Systems Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0
14,5.4,2021,hg2ky,Working,0,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0
15,5.4,2021,gcw5qu,Working,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,3.71,0,0,0,0,0,0
16,5.4,2021,gcw5qu,Working,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,3.04,0,0,0,0,0,0
17,5.4,2021,jl3fp,Still Looking,0,Data Science,Male,School of Data Science,0,0,0,,0,0,0,1,0,0
18,5.4,2021,phs2av,Still Looking,1,Engineering - Mechanical & Aerospace Engineering,Female,School of Engineering & Applied Science,0,0,0,4.0,0,1,0,1,0,0
19,5.4,2021,phs2av,Still Looking,1,Engineering - Mechanical & Aerospace Engineering,Female,School of Engineering & Applied Science,0,0,0,3.65,0,1,0,1,0,0
20,5.4,2021,ljd6ab,Working,0,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0
21,5.4,2021,mcp5kq,Still Looking,0,English,Female,College and Graduate School of Arts & Sciences,0,0,0,3.87,0,0,0,1,0,0
22,5.4,2021,xj5dw,Working,0,Chemistry,Male,College and Graduate School of Arts & Sciences,1,0,0,4.0,0,0,0,0,0,0
23,5.4,2021,rm7bk,Working,0,Chemistry,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0
24,5.4,2021,ds5yb,Working,0,Engineering - Computer Science,Female,School of Engineering & Applied Science,1,0,0,3.8,0,0,0,0,0,0
25,5.4,2021,ds5yb,Working,0,Engineering - Computer Science,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0
26,5.4,2021,cw9tst,Working,0,Public Health,Male,School of Medicine,1,0,0,2.7,0,0,0,0,0,0
27,5.4,2021,cw9tst,Working,0,Public Health,Male,School of Medicine,1,0,0,3.7,0,0,0,0,0,0
28,5.4,2021,moa4bc,Continuing Education,0,Chemistry,Male,College and Graduate School of Arts & Sciences,0,0,0,,0,0,1,0,0,0
29,5.4,2021,jad4ut,Working,0,Engineering - Materials Science & Engineering,Male,School of Engineering & Applied Science,1,0,0,3.4,0,0,0,0,0,0
30,5.4,2021,gj8an,Working,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0
31,5.4,2021,yc5pf,Still Looking,0,Education - Kinesiology,Female,Curry School of Education,0,0,2,,0,0,0,1,0,0
32,5.4,2021,jab6ft,Working,0,Engineering - Civil Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0
33,5.4,2021,ns6he,Still Looking,1,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,0,0,0,,0,1,0,1,0,0
34,5.4,2021,gdc4ce,Working,0,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0
35,5.4,2021,gdc4ce,Working,0,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,1,0,0,4.0,0,0,0,0,0,0
36,5.4,2021,ls2gc,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,3.84,0,1,0,0,0,0
37,5.4,2021,ls2gc,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0
38,5.4,2021,sr5ae,Working,0,Engineering - Civil Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0
39,5.4,2021,met8k,Working,1,Data Science,Male,School of Data Science,1,0,0,4.0,0,1,0,0,0,0
40,5.4,2021,zf7zf,Still Looking,0,Engineering - Chemical Engineering,Male,School of Engineering & Applied Science,0,0,0,,0,0,0,1,0,0
41,5.4,2021,zf7zf,Still Looking,0,Engineering - Chemical Engineering,Male,School of Engineering & Applied Science,0,0,0,3.2,0,0,0,1,0,0
42,5.4,2021,sag3yj,Working,0,Engineering - Civil Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0
43,5.4,2021,xz4fr,Still Looking,0,Statistics,Male,College and Graduate School of Arts & Sciences,0,0,0,3.5,0,0,0,1,0,0
44,5.4,2021,xz4fr,Still Looking,0,Statistics,Male,College and Graduate School of Arts & Sciences,0,0,0,,0,0,0,1,0,0
45,5.4,2021,jrc3hg,Working,0,Experimental Pathology,Male,School of Medicine,1,0,0,3.9,0,0,0,0,0,0
46,5.4,2021,bc5er,Working,1,Public Health,Male,School of Medicine,1,0,0,,0,1,0,0,0,0
47,5.4,2021,agd5dk,Working,1,Education - Elementary Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0
48,5.4,2021,jat6rs,Working,0,Engineering - Materials Science & Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0
49,5.4,2021,hem2hh,Still Looking,1,Engineering - Civil Engineering,Female,School of Engineering & Applied Science,0,0,0,3.57,0,1,0,1,0,0
50,5.4,2021,hem2hh,Still Looking,1,Engineering - Civil Engineering,Female,School of Engineering & Applied Science,0,0,0,3.93,0,1,0,1,0,0
51,5.4,2021,ldp4eg,Working,0,Experimental Pathology,Male,School of Medicine,1,0,0,,0,0,0,0,0,0
52,5.4,2021,emm3vs,Working,0,History,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0
53,5.4,2021,ml7hc,Still Looking,0,Astronomy,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,0,0,1,0,0
54,5.4,2021,ml7hc,Still Looking,0,Astronomy,Female,College and Graduate School of Arts & Sciences,0,0,0,4.0,0,0,0,1,0,0
55,5.4,2021,rls4tu,Still Looking,0,Education - Educational Psychology,Female,Curry School of Education,0,0,0,,0,0,0,1,0,0
56,5.4,2021,sg2ug,Working,0,Public Health,Female,School of Medicine,1,0,0,3.96,0,0,0,0,0,0
57,5.4,2021,sg2ug,Working,0,Public Health,Female,School of Medicine,1,0,0,3.27,0,0,0,0,0,0
58,5.4,2021,ys3wq,Still Looking,1,Architecture - Landscape Architecture,Female,School of Architecture,0,0,0,,0,1,0,1,0,0
59,5.4,2021,ys3wq,Still Looking,1,Architecture - Landscape Architecture,Female,School of Architecture,0,0,0,3.4,0,1,0,1,0,0
60,5.4,2021,yw5ty,Still Looking,1,Engineering - Computer Science,Female,School of Engineering & Applied Science,0,0,0,3.92,0,1,0,1,0,0
61,5.4,2021,aks9uw,Still Looking,1,Education - Speech Communication Disorders,Female,Curry School of Education,0,0,0,,0,1,0,1,0,0
62,5.4,2021,jsb4ns,Working,1,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0
63,5.4,2021,jhm8y,Working,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,15,,0,0,0,0,0,0
64,5.4,2021,mcp3be,Working,3,Education - Speech Communication Disorders,Female,Curry School of Education,1,0,0,3.77,0,1,0,0,0,0
65,5.4,2021,mcp3be,Working,3,Education - Speech Communication Disorders,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0
66,5.4,2021,ogm7ex,Working,1,Education - Elementary Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0
67,5.4,2021,hsj5ax,Working,1,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0
68,5.4,2021,crl4hd,Working,0,Neuroscience,Female,School of Medicine,1,0,0,,0,0,0,0,0,0
69,5.4,2021,dc9db,Working,3,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,3.7,0,1,0,0,0,0
70,5.4,2021,kcp7ea,Still Looking,0,Engineering - Civil Engineering,Male,School of Engineering & Applied Science,0,0,0,,0,0,0,1,0,0
71,5.4,2021,kcp7ea,Still Looking,0,Engineering - Civil Engineering,Male,School of Engineering & Applied Science,0,0,0,3.85,0,0,0,1,0,0
72,5.4,2021,pd5yy,Working,0,Experimental Pathology,Male,School of Medicine,1,0,0,,0,0,0,0,0,0
73,5.4,2021,sy8uu,Still Looking,1,Statistics,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,1,0,1,0,0
74,5.4,2021,sy8uu,Still Looking,1,Statistics,Female,College and Graduate School of Arts & Sciences,0,0,0,3.51,0,1,0,1,0,0
75,5.4,2021,ts4gm,Working,0,Architecture,Male,School of Architecture,1,0,0,,0,0,0,0,0,0
76,5.4,2021,ia4pnf,Still Looking,1,Linguistics,Male,College and Graduate School of Arts & Sciences,0,0,0,3.94,0,1,0,1,0,0
77,5.4,2021,bm3xa,Still Looking,1,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,0,0,0,,0,1,0,1,0,0
78,5.4,2021,yy9uf,Working,0,Biology,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0
79,5.4,2021,gx5bt,Working,0,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,4.0,0,0,0,0,0,0
80,5.4,2021,mlr8yd,Working,3,Education - Special Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0
81,5.4,2021,jz9ku,Working,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,1,,0,0,0,0,0,0
82,5.4,2021,cd7kr,Working,1,Education - Curriculum & Instruction,Male,Curry School of Education,1,0,0,,0,1,0,0,0,0
83,5.4,2021,jab7qw,Working,1,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,1,0,0,4.0,0,1,0,0,0,0
84,5.4,2021,jab7qw,Working,1,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,1,0,0,3.56,0,1,0,0,0,0
85,5.4,2021,ttl6xa,Working,0,Engineering - Electrical Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0
86,5.4,2021,eaj6e,Working,2,Education - Administration & Supervision,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0
87,5.4,2021,kc2nd,Working,1,Engineering - Chemical Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0
88,5.4,2021,kc2nd,Working,1,Engineering - Chemical Engineering,Male,School of Engineering & Applied Science,1,0,0,3.3,0,1,0,0,0,0
89,5.4,2021,ss4vh,Still Looking,2,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,0,0,0,3.7,0,1,0,1,0,0
90,5.4,2021,ss4vh,Still Looking,2,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,0,0,0,,0,1,0,1,0,0
91,5.4,2021,mm9tk,Working,0,Data Science,Male,School of Data Science,1,0,0,4.0,0,0,0,0,0,0
92,5.4,2021,ym6bh,Still Looking,0,Linguistics,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,0,0,1,0,0
93,5.4,2021,jh2sv,Still Looking,1,Architecture - Landscape Architecture,Female,School of Architecture,0,0,0,,0,1,0,1,0,0
94,5.4,2021,hh2xu,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,4.0,0,1,0,0,0,0
95,5.4,2021,yg5fx,Working,2,Engineering - Chemical Engineering,Male,School of Engineering & Applied Science,1,0,0,3.5,0,1,0,0,0,0
96,5.4,2021,eat4yf,Working,0,Environmental Sciences,Female,College and Graduate School of Arts & Sciences,1,0,0,3.92,0,0,0,0,0,0
97,5.4,2021,eat4yf,Working,0,Environmental Sciences,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0
98,5.4,2021,kl5ev,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0
99,5.4,2021,kl5ev,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,3.76,0,1,0,0,0,0
100,5.4,2021,lm3mj,Still Looking,1,Engineering - Computer Science,Female,School of Engineering & Applied Science,0,0,0,4.0,0,1,0,1,0,0
101,5.4,2021,lm3mj,Still Looking,1,Engineering - Computer Science,Female,School of Engineering & Applied Science,0,0,0,3.6,0,1,0,1,0,0
102,5.4,2021,acb4ft,Working,0,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,1,0,0,3.96,0,0,0,0,0,0
103,5.4,2021,acb4ft,Working,0,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0
104,5.4,2021,seg9r,Working,0,Religious Studies,Female,College and Graduate School of Arts & Sciences,1,1,0,,0,0,0,0,0,0
105,5.4,2021,kwa7mc,Working,0,Pharmacology,Female,School of Medicine,1,0,0,,0,0,0,0,0,0
106,5.4,2021,kwa7mc,Working,0,Pharmacology,Female,School of Medicine,1,0,0,3.89,0,0,0,0,0,0
107,5.4,2021,kwa7mc,Working,0,Pharmacology,Female,School of Medicine,1,0,0,3.99,0,0,0,0,0,0
108,5.4,2021,jhh7bd,Working,1,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0
109,5.4,2021,hl9fh,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,3.6,0,1,0,0,0,0
110,5.4,2021,hl9fh,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,4.0,0,1,0,0,0,0
111,5.4,2021,gj3bg,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,4.0,0,1,0,0,0,0
112,5.4,2021,vbr9jq,Continuing Education,3,Religious Studies,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,1,1,0,0,0
113,5.4,2021,rd8cq,Working,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,3.67,0,0,0,0,0,0
114,5.4,2021,rd8cq,Working,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0
115,5.4,2021,rd8cq,Working,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,3.3,0,0,0,0,0,0
116,5.4,2021,ah6cu,Working,1,Education - Elementary Education,Female,Curry School of Education,1,0,0,3.93,0,1,0,0,0,0
117,5.4,2021,med7fk,Working,0,Engineering - Mechanical & Aerospace Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0
118,5.4,2021,jmw2hy,Working,1,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,1,0,0,3.8,0,1,0,0,0,0
119,5.4,2021,jmw2hy,Working,1,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,1,0,0,4.0,0,1,0,0,0,0
120,5.4,2021,nt5rc,Working,1,Engineering - Electrical Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0
121,5.4,2021,ma4ch,Continuing Education,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,0,0,0,3.7,0,0,1,0,0,0
122,5.4,2021,ma4ch,Continuing Education,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,0,0,0,4.0,0,0,1,0,0,0
123,5.4,2021,ma4ch,Continuing Education,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,0,0,0,3.9,0,0,1,0,0,0
124,5.4,2021,cmg7js,Working,3,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0
125,5.4,2021,baw8cp,Working,0,Data Science,Female,School of Data Science,1,0,8,3.9,0,0,0,0,0,0
126,5.4,2021,baw8cp,Working,0,Data Science,Female,School of Data Science,1,0,8,,0,0,0,0,0,0
127,5.4,2021,gmm8u,Working,0,Engineering - Civil Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0
128,5.4,2021,gmm8u,Working,0,Engineering - Civil Engineering,Female,School of Engineering & Applied Science,1,0,0,3.9,0,0,0,0,0,0
129,5.4,2021,jk2mf,Still Looking,0,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,0,0,,0,0,0,1,0,0
130,5.4,2021,cry4b,Working,0,Data Science,Male,School of Data Science,1,0,0,3.9,0,0,0,0,0,0
131,5.4,2021,od9cw,Working,1,Data Science,Female,School of Data Science,1,2,46,,0,1,0,0,1,0
132,5.4,2021,wn8ck,Working,0,Education - Curriculum & Instruction,Male,Curry School of Education,1,0,0,3.85,0,0,0,0,0,0
133,5.4,2021,kl6dw,Working,2,Education - Counselor Education,Male,Curry School of Education,1,0,0,,0,1,0,0,0,0
134,5.4,2021,egl6a,Working,0,Data Science,Female,School of Data Science,1,0,6,,0,0,0,0,0,0
135,5.4,2021,dz2fc,Not Seeking,1,Data Science,Female,School of Data Science,0,0,0,4.0,0,1,0,0,0,0
136,5.4,2021,nm4ee,Still Looking,1,Education - Elementary Education,Female,Curry School of Education,0,0,0,,0,1,0,1,0,0
137,5.4,2021,vps5fd,Still Looking,0,Architecture,Female,School of Architecture,0,0,0,3.66,0,0,0,1,0,0
138,5.4,2021,vps5fd,Still Looking,0,Architecture,Female,School of Architecture,0,0,0,,0,0,0,1,0,0
139,5.4,2021,ekm4xz,Working,0,Data Science,Female,School of Data Science,1,0,0,4.0,0,0,0,0,0,0
140,5.4,2021,ekm4xz,Working,0,Data Science,Female,School of Data Science,1,0,0,3.94,0,0,0,0,0,0
141,5.4,2021,sl4tb,Working,2,Education - Elementary Education,Female,Curry School of Education,1,0,0,3.9,0,1,0,0,0,0
142,5.4,2021,sl4tb,Working,2,Education - Elementary Education,Female,Curry School of Education,1,0,0,3.8,0,1,0,0,0,0
143,5.4,2021,smg2mx,Still Looking,0,Data Science,Male,School of Data Science,0,0,0,3.9,0,0,0,1,0,0
144,5.4,2021,jcn7az,Still Looking,1,Education - Science Education,Male,Curry School of Education,0,0,0,4.0,0,1,0,1,0,0
145,5.4,2021,jg5pr,Working,2,Education - Elementary Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0
146,5.4,2021,aep9qb,Working,2,Education - Counselor Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0
147,5.4,2021,aep9qb,Working,2,Education - Counselor Education,Female,Curry School of Education,1,0,0,3.84,0,1,0,0,0,0
148,5.4,2021,yc7xn,Still Looking,2,Architecture,Female,School of Architecture,0,0,0,,0,1,0,1,0,0
149,5.4,2021,yc7xn,Still Looking,2,Architecture,Female,School of Architecture,0,0,0,3.77,0,1,0,1,0,0
150,5.4,2021,yc7xn,Still Looking,2,Architecture,Female,School of Architecture,0,0,0,3.83,0,1,0,1,0,0
151,5.4,2021,sam3ce,Military,0,Data Science,Male,School of Data Science,0,0,0,3.8,0,0,0,0,0,0
152,5.4,2021,raf2dh,Working,0,Data Science,Female,School of Data Science,1,0,0,4.0,0,0,0,0,0,0
153,5.4,2021,lpm7ug,Working,2,Education - Special Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0
154,5.4,2021,lpm7ug,Working,2,Education - Special Education,Female,Curry School of Education,1,0,0,3.5,0,1,0,0,0,0
155,5.4,2021,ms5bv,Working,2,Architecture - Urban & Environmental Planning,Male,School of Architecture,1,0,0,,0,1,0,0,0,0
156,5.4,2021,asw2et,Still Looking,2,Education - Counselor Education,Male,Curry School of Education,0,0,0,4.0,0,1,0,1,0,0
157,5.4,2021,asw2et,Still Looking,2,Education - Counselor Education,Male,Curry School of Education,0,0,0,3.48,0,1,0,1,0,0
158,5.4,2021,sep4hy,Working,0,Data Science,Female,School of Data Science,1,0,0,,0,0,0,0,0,0
159,5.4,2021,jcs9cq,Still Looking,2,Architecture,Female,School of Architecture,0,0,0,,0,1,0,1,0,0
160,5.4,2021,jcs9cq,Still Looking,2,Architecture,Female,School of Architecture,0,0,0,3.54,0,1,0,1,0,0
161,5.4,2021,mkh5uf,Still Looking,2,Education - Counselor Education,Female,Curry School of Education,0,0,0,,0,1,0,1,0,0
162,5.4,2021,awo9ap,Working,1,Education - Counselor Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0
163,5.4,2021,bd6fr,Working,0,Data Science,Male,School of Data Science,1,0,2,4.0,0,0,0,0,0,0
164,5.4,2021,bd6fr,Working,0,Data Science,Male,School of Data Science,1,0,2,3.5,0,0,0,0,0,0
165,5.4,2021,jcj9bg,Working,3,Education - Elementary Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0
166,5.4,2021,bcc5d,Working,0,Data Science,Male,School of Data Science,1,0,2,3.4,0,0,0,0,0,0
167,5.4,2021,bcc5d,Working,0,Data Science,Male,School of Data Science,1,0,2,3.7,0,0,0,0,0,0
168,5.4,2021,lre2kk,Working,1,Education - Counselor Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0
169,5.4,2021,kfs7hx,Working,2,Education - Elementary Education,Female,Curry School of Education,1,0,0,4.0,0,1,0,0,0,0
170,5.4,2021,kfs7hx,Working,2,Education - Elementary Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0
171,5.4,2021,jtm4qx,Working,3,Data Science,Male,School of Data Science,1,0,0,3.9,0,1,0,0,0,0
172,5.4,2021,pw8wy,Working,3,Architecture - Landscape Architecture,Female,School of Architecture,1,0,0,4.3,0,1,0,0,0,0
173,5.4,2021,pw8wy,Working,3,Architecture - Landscape Architecture,Female,School of Architecture,1,0,0,,0,1,0,0,0,0
174,5.4,2021,mrt3t,Working,1,Education - Counselor Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0
175,5.4,2021,yt5uq,Working,0,Architecture,Female,School of Architecture,1,0,0,,0,0,0,0,0,0
176,5.4,2021,eaa4mm,Still Looking,1,Architecture,Female,School of Architecture,0,0,0,,0,1,0,1,0,0
177,5.4,2021,acc2ds,Working,0,Data Science,Male,School of Data Science,1,0,0,2.75,0,0,0,0,0,0
178,5.4,2021,acc2ds,Working,0,Data Science,Male,School of Data Science,1,0,0,,0,0,0,0,0,0
179,5.4,2021,acc2ds,Working,0,Data Science,Male,School of Data Science,1,0,0,4.0,0,0,0,0,0,0
180,5.4,2021,ams5zx,Working,0,Data Science,Female,School of Data Science,1,0,0,,0,0,0,0,0,0
181,5.4,2021,jm8ux,Working,0,Data Science,Male,School of Data Science,1,0,0,4.0,0,0,0,0,0,0
182,5.4,2021,eak5rf,Working,0,Economics,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0
183,5.4,2021,eak5rf,Working,0,Economics,Female,College and Graduate School of Arts & Sciences,1,0,0,3.95,0,0,0,0,0,0
184,5.4,2021,jg7um,Still Looking,0,Architecture,Female,School of Architecture,0,0,0,3.68,0,0,0,1,0,0
185,5.4,2021,jg7um,Still Looking,0,Architecture,Female,School of Architecture,0,0,0,,0,0,0,1,0,0
186,5.4,2021,cm2rh,Working,1,Data Science,Female,School of Data Science,1,0,0,,0,1,0,0,0,0
187,5.4,2021,hbf3k,Working,0,Data Science,Female,School of Data Science,1,0,0,4.0,0,0,0,0,0,0
188,5.4,2021,srw2xk,Working,1,Education - Special Education,Female,Curry School of Education,1,0,0,3.02,0,1,0,0,0,0
189,5.4,2021,srw2xk,Working,1,Education - Special Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0
190,5.4,2021,ps4fk,Working,1,Data Science,Male,School of Data Science,1,0,2,,0,1,0,0,0,0
191,5.4,2021,ps4fk,Working,1,Data Science,Male,School of Data Science,1,0,2,3.5,0,1,0,0,0,0
192,5.4,2021,jas8wa,Working,0,Education - Science Education,Female,Curry School of Education,1,0,0,4.0,0,0,0,0,0,0
193,5.4,2021,jas8wa,Working,0,Education - Science Education,Female,Curry School of Education,1,0,0,3.7,0,0,0,0,0,0
194,5.4,2021,ll6yf,Still Looking,2,Education - Elementary Education,Female,Curry School of Education,0,0,0,,0,1,0,1,0,0
195,5.4,2021,ssc4mc,Working,0,Data Science,Female,School of Data Science,1,0,0,3.93,0,0,0,0,0,0
196,5.4,2021,ssc4mc,Working,0,Data Science,Female,School of Data Science,1,0,0,3.94,0,0,0,0,0,0
197,5.4,2021,ssc4mc,Working,0,Data Science,Female,School of Data Science,1,0,0,,0,0,0,0,0,0
198,5.4,2021,ssc4mc,Working,0,Data Science,Female,School of Data Science,1,0,0,4.0,0,0,0,0,0,0
199,5.4,2021,jcw2ca,Working,1,Education - English Education,Female,Curry School of Education,1,0,0,3.79,0,1,0,0,0,0
200,5.4,2021,jcw2ca,Working,1,Education - English Education,Female,Curry School of Education,1,0,0,3.96,0,1,0,0,0,0
201,5.4,2021,yaa2vb,Military,0,Data Science,Male,School of Data Science,0,0,0,,0,0,0,0,0,0
202,5.4,2021,hb9ps,Still Looking,1,Architecture,Female,School of Architecture,0,0,0,,0,1,0,1,0,0
203,5.4,2021,acw9gs,Working,0,Data Science,Female,School of Data Science,1,0,0,3.55,0,0,0,0,0,0
204,5.4,2021,acw9gs,Working,0,Data Science,Female,School of Data Science,1,0,0,,0,0,0,0,0,0
205,5.4,2021,acw9gs,Working,0,Data Science,Female,School of Data Science,1,0,0,3.97,0,0,0,0,0,0
206,5.4,2021,cac2mk,Still Looking,1,Architecture - Urban & Environmental Planning,Female,School of Architecture,0,0,0,,0,1,0,1,0,0
207,5.4,2021,rch6uf,Working,2,Architecture - Landscape Architecture,Female,School of Architecture,1,0,0,3.7,0,1,0,0,0,0
208,5.4,2021,amb6xm,Working,2,Education - Elementary Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0
209,5.4,2021,jc9qu,Still Looking,1,Architecture - Urban & Environmental Planning,Female,School of Architecture,0,0,0,3.85,0,1,0,1,0,0
210,5.4,2021,sb7eh,Still Looking,1,Architecture,Female,School of Architecture,0,0,0,3.75,0,1,0,1,0,0
211,5.4,2021,sb7eh,Still Looking,1,Architecture,Female,School of Architecture,0,0,0,3.02,0,1,0,1,0,0
212,5.4,2021,ma4xe,Still Looking,2,Architecture - Urban & Environmental Planning,Female,School of Architecture,0,0,0,3.94,0,1,0,1,0,0
