Internship,Job,First Gen
25.0,335.0,True
55.0,5.0,False
104.0,480.0,False
216.0,40.0,False
363.0,540.0,False
96.0,108.0,False
375.0,1347.0,False
164.0,4.0,True
208.0,56.0,False
4.0,276.0,False
6.0,0.0,False
1145.0,405.0,False
204.0,4.0,False
44.0,116.0,False
0.0,0.0,False
20.0,0.0,False
28.0,2.0,False
40.0,15.0,False
100.0,76.0,False
0.0,0.0,False
128.0,20.0,False
20.0,4.0,False
3.0,6.0,False
0.0,24.0,False
36.0,2.0,False
75.0,0.0,False
165.0,305.0,False
0.0,30.0,False
102.0,126.0,False
20.0,0.0,False
213.0,12.0,False
4.0,0.0,False
18.0,0.0,True
230.0,60.0,False
50.0,0.0,False
390.0,30.0,True
39.0,0.0,False
180.0,100.0,False
80.0,5.0,False
40.0,0.0,True
99.0,9.0,False
32.0,8.0,False
24.0,2.0,False
200.0,144.0,False
4.0,4.0,False
955.0,855.0,False
205.0,175.0,False
45.0,60.0,False
0.0,0.0,False
52.0,4.0,False
40.0,0.0,False
9.0,6.0,False
132.0,12.0,False
0.0,12.0,False
108.0,204.0,False
85.0,0.0,False
116.0,232.0,False
4.0,4.0,False
528.0,12.0,False
390.0,30.0,False
0.0,0.0,True
69.0,6.0,False
225.0,10.0,False
0.0,46.0,True
2.0,98.0,True
315.0,765.0,False
125.0,10.0,False
0.0,0.0,False
195.0,15.0,False
65.0,0.0,False
0.0,0.0,False
15.0,25.0,False
45.0,25.0,False
6.0,6.0,False
105.0,370.0,False
85.0,50.0,False
8.0,4.0,False
66.0,0.0,False
205.0,190.0,False
575.0,305.0,False
40.0,95.0,False
130.0,6.0,False
28.0,34.0,False
80.0,12.0,False
85.0,20.0,False
245.0,15.0,False
0.0,24.0,False
992.0,2724.0,True
25.0,30.0,False
44.0,52.0,False
145.0,60.0,False
0.0,0.0,False
148.0,0.0,False
30.0,66.0,False
30.0,6.0,False
20.0,10.0,True
24.0,6.0,False
12.0,16.0,False
14.0,24.0,False
0.0,0.0,False
310.0,25.0,False
320.0,440.0,False
39.0,0.0,False
400.0,20.0,False
444.0,16.0,False
8.0,2.0,False
0.0,8.0,True
1865.0,50.0,False
0.0,35.0,False
0.0,10.0,False
265.0,10.0,False
345.0,10.0,False
0.0,0.0,True
188.0,16.0,True
196.0,16.0,False
0.0,8.0,False
315.0,180.0,False
94.0,62.0,False
315.0,20.0,False
295.0,0.0,False
96.0,320.0,False
0.0,18.0,False
25.0,0.0,False
0.0,222.0,False
80.0,8.0,False
80.0,110.0,True
5.0,0.0,False
285.0,0.0,True
50.0,0.0,False
84.0,0.0,False
10.0,5.0,False
16.0,0.0,False
30.0,40.0,False
25.0,0.0,False
36.0,44.0,False
15.0,30.0,False
18.0,54.0,False
0.0,35.0,False
5.0,0.0,False
0.0,0.0,False
1845.0,6520.0,False
0.0,0.0,True
940.0,15.0,False
25.0,30.0,False
40.0,5.0,False
0.0,4.0,True
363.0,12.0,False
1080.0,35.0,False
0.0,4.0,False
0.0,4.0,True
40.0,205.0,True
10.0,5.0,False
1810.0,430.0,True
36.0,32.0,False
63.0,0.0,False
48.0,420.0,False
30.0,45.0,False
260.0,835.0,False
129.0,66.0,False
145.0,0.0,False
236.0,128.0,False
50.0,165.0,False
0.0,21.0,False
15.0,125.0,False
200.0,200.0,False
8.0,0.0,False
324.0,176.0,False
72.0,220.0,False
5.0,20.0,False
208.0,0.0,False
0.0,156.0,False
40.0,4.0,False
63.0,117.0,False
0.0,0.0,False
360.0,732.0,False
10.0,5.0,False
0.0,0.0,True
4.0,2.0,False
0.0,92.0,False
460.0,200.0,False
2.0,0.0,False
14.0,52.0,False
12.0,0.0,False
74.0,0.0,False
15.0,55.0,True
0.0,0.0,False
260.0,24.0,False
20.0,12.0,True
144.0,284.0,True
120.0,156.0,False
35.0,40.0,False
25.0,75.0,False
8.0,14.0,False
8.0,40.0,True
3.0,0.0,False
0.0,0.0,False
33.0,3.0,True
0.0,0.0,False
18.0,12.0,True
4.0,0.0,False
36.0,3.0,False
20.0,30.0,True
100.0,45.0,False
232.0,16.0,True
0.0,0.0,False
75.0,10.0,True
685.0,300.0,False
10.0,0.0,False
0.0,0.0,False
144.0,102.0,True
0.0,36.0,False
90.0,114.0,True
0.0,0.0,False
8.0,4.0,True
0.0,0.0,False
33.0,3.0,False
120.0,3.0,False
280.0,15.0,False
88.0,12.0,False
5.0,5.0,False
10.0,5.0,False
0.0,0.0,True
192.0,51.0,False
460.0,248.0,False
24.0,36.0,False
0.0,6.0,False
32.0,4.0,False
148.0,24.0,False
6.0,6.0,False
470.0,165.0,False
80.0,420.0,True
44.0,124.0,False
12.0,0.0,False
770.0,75.0,False
572.0,28.0,False
40.0,0.0,False
8.0,56.0,False
342.0,262.0,False
85.0,95.0,False
0.0,6.0,False
105.0,5.0,False
0.0,0.0,False
16.0,4.0,False
32.0,40.0,False
352.0,48.0,False
171.0,39.0,False
6.0,0.0,False
110.0,0.0,False
10.0,10.0,False
69.0,15.0,False
275.0,0.0,False
102.0,87.0,False
0.0,0.0,False
104.0,4.0,False
1310.0,220.0,False
108.0,304.0,False
14.0,2.0,False
15.0,0.0,False
6.0,114.0,False
16.0,48.0,False
12.0,189.0,False
20.0,0.0,False
728.0,0.0,False
15.0,0.0,True
225.0,30.0,False
0.0,0.0,False
52.0,12.0,False
125.0,170.0,False
39.0,24.0,False
45.0,15.0,False
0.0,2.0,True
0.0,0.0,False
130.0,65.0,False
81.0,18.0,False
0.0,0.0,False
280.0,108.0,False
44.0,4.0,False
0.0,0.0,False
96.0,3.0,False
30.0,10.0,False
0.0,4.0,False
0.0,0.0,False
8.0,0.0,False
10.0,0.0,False
224.0,0.0,False
0.0,45.0,False
5.0,10.0,False
170.0,40.0,False
50.0,30.0,False
0.0,0.0,False
0.0,15.0,False
0.0,3.0,False
70.0,5.0,False
64.0,28.0,False
90.0,280.0,False
4.0,0.0,False
160.0,5.0,False
465.0,10.0,False
2185.0,1780.0,False
245.0,1185.0,False
158.0,16.0,False
6.0,9.0,False
20.0,0.0,False
5.0,65.0,False
0.0,0.0,False
0.0,4.0,False
184.0,0.0,False
235.0,40.0,False
110.0,245.0,False
0.0,12.0,False
0.0,0.0,False
5.0,5.0,True
470.0,245.0,True
40.0,235.0,False
70.0,0.0,False
224.0,180.0,False
0.0,0.0,False
390.0,370.0,False
0.0,0.0,False
176.0,52.0,False
5.0,0.0,False
0.0,28.0,False
27.0,6.0,False
42.0,0.0,False
0.0,40.0,True
0.0,2.0,False
378.0,54.0,False
0.0,0.0,True
60.0,48.0,False
1100.0,5.0,False
16.0,0.0,False
20.0,120.0,True
0.0,6.0,False
10.0,0.0,False
0.0,0.0,False
402.0,186.0,True
30.0,10.0,False
6.0,0.0,False
8.0,24.0,False
18.0,18.0,False
0.0,46.0,False
0.0,70.0,False
6.0,0.0,False
228.0,0.0,False
0.0,0.0,False
0.0,6.0,False
692.0,160.0,False
20.0,20.0,False
12.0,16.0,True
0.0,2.0,False
285.0,5.0,False
35.0,0.0,False
900.0,70.0,False
104.0,108.0,False
0.0,12.0,False
8.0,32.0,True
48.0,0.0,False
0.0,0.0,False
0.0,0.0,False
160.0,50.0,False
184.0,12.0,False
4.0,6.0,False
0.0,0.0,True
28.0,28.0,False
0.0,0.0,False
78.0,150.0,False
0.0,0.0,False
30.0,45.0,False
5.0,5.0,False
6.0,0.0,False
8.0,56.0,False
270.0,0.0,False
9.0,6.0,False
10.0,0.0,False
325.0,140.0,False
68.0,136.0,False
835.0,5.0,False
0.0,0.0,False
190.0,0.0,False
3.0,0.0,False
35.0,0.0,False
10.0,20.0,False
0.0,5.0,True
124.0,48.0,False
340.0,20.0,False
55.0,20.0,False
96.0,176.0,False
0.0,0.0,False
564.0,76.0,False
4.0,2.0,True
6.0,0.0,False
0.0,18.0,True
12.0,80.0,False
5.0,145.0,False
5.0,180.0,False
40.0,0.0,False
32.0,6.0,False
15.0,65.0,False
12.0,15.0,False
45.0,190.0,False
0.0,20.0,False
1200.0,1644.0,False
5.0,0.0,False
0.0,5.0,True
255.0,40.0,True
40.0,0.0,False
12.0,0.0,False
32.0,8.0,True
5.0,35.0,True
0.0,0.0,True
175.0,0.0,False
236.0,84.0,False
2030.0,485.0,False
120.0,16.0,False
488.0,576.0,False
140.0,120.0,False
10.0,0.0,False
183.0,33.0,False
0.0,0.0,False
10.0,0.0,False
20.0,0.0,False
230.0,15.0,False
22.0,22.0,False
177.0,0.0,False
0.0,0.0,False
30.0,0.0,True
405.0,9.0,True
429.0,1182.0,True
162.0,108.0,True
48.0,0.0,False
12.0,48.0,False
70.0,210.0,False
70.0,225.0,False
344.0,56.0,False
90.0,25.0,False
0.0,16.0,True
100.0,55.0,False
0.0,42.0,False
69.0,0.0,False
445.0,75.0,False
0.0,245.0,False
4.0,4.0,False
30.0,135.0,True
390.0,490.0,False
104.0,20.0,True
36.0,4.0,False
8.0,300.0,False
0.0,0.0,False
213.0,288.0,False
10.0,0.0,False
9.0,0.0,False
294.0,21.0,False
192.0,4.0,False
45.0,0.0,False
8.0,32.0,False
0.0,48.0,False
4.0,4.0,False
284.0,100.0,False
860.0,825.0,True
0.0,4.0,False
3.0,3.0,False
0.0,52.0,True
295.0,0.0,False
0.0,70.0,False
284.0,44.0,False
0.0,0.0,False
0.0,0.0,False
8.0,0.0,False
25.0,0.0,False
135.0,0.0,False
36.0,4.0,False
3.0,54.0,False
484.0,0.0,False
400.0,0.0,False
0.0,55.0,False
0.0,45.0,False
145.0,0.0,False
0.0,3.0,False
260.0,20.0,False
205.0,5.0,False
280.0,50.0,False
745.0,545.0,False
1044.0,3412.0,True
128.0,188.0,False
0.0,0.0,False
510.0,205.0,False
270.0,0.0,False
35.0,0.0,False
45.0,447.0,False
2.0,6.0,False
176.0,0.0,False
205.0,105.0,False
170.0,510.0,False
140.0,8.0,False
110.0,10.0,False
129.0,3.0,False
292.0,16.0,False
0.0,0.0,False
48.0,3.0,False
2.0,6.0,False
0.0,40.0,False
115.0,85.0,False
50.0,32.0,False
0.0,14.0,False
32.0,8.0,False
36.0,16.0,True
24.0,172.0,False
92.0,60.0,False
12.0,0.0,False
0.0,6.0,True
48.0,0.0,False
12.0,0.0,True
8.0,300.0,False
25.0,0.0,False
15.0,0.0,False
0.0,5.0,False
432.0,27.0,False
60.0,0.0,False
100.0,5.0,False
16.0,96.0,False
48.0,0.0,False
65.0,20.0,False
205.0,60.0,False
0.0,0.0,False
0.0,18.0,True
0.0,5.0,False
380.0,532.0,False
905.0,0.0,False
5.0,0.0,False
230.0,310.0,False
0.0,0.0,False
140.0,15.0,False
120.0,5.0,False
72.0,8.0,False
20.0,52.0,False
130.0,310.0,False
42.0,0.0,False
415.0,560.0,False
0.0,21.0,False
0.0,5.0,True
252.0,0.0,False
183.0,18.0,False
99.0,0.0,True
124.0,64.0,False
590.0,475.0,False
0.0,9.0,False
96.0,9.0,False
548.0,12.0,True
0.0,0.0,False
20.0,20.0,False
64.0,0.0,True
22.0,10.0,False
296.0,36.0,False
15.0,18.0,False
0.0,8.0,False
1465.0,2025.0,False
8.0,0.0,False
0.0,0.0,False
0.0,130.0,False
155.0,15.0,False
20.0,115.0,False
0.0,2.0,False
72.0,36.0,False
192.0,225.0,False
4.0,0.0,False
30.0,5.0,False
385.0,290.0,False
189.0,90.0,False
108.0,456.0,False
4.0,4.0,False
335.0,10.0,False
330.0,45.0,False
20.0,12.0,True
0.0,0.0,False
60.0,44.0,False
21.0,42.0,False
172.0,16.0,False
180.0,0.0,False
72.0,16.0,False
40.0,40.0,False
176.0,0.0,False
660.0,1224.0,False
490.0,190.0,False
408.0,104.0,False
240.0,348.0,False
310.0,20.0,False
444.0,32.0,False
204.0,728.0,False
125.0,5.0,False
200.0,20.0,False
268.0,60.0,True
15.0,50.0,False
40.0,0.0,False
80.0,0.0,False
70.0,172.0,False
39.0,135.0,False
0.0,6.0,False
0.0,0.0,False
145.0,115.0,False
6.0,24.0,True
0.0,4.0,False
0.0,5.0,False
2.0,2.0,False
16.0,12.0,False
24.0,4.0,False
32.0,8.0,False
0.0,36.0,False
0.0,0.0,False
0.0,4.0,False
0.0,5.0,False
0.0,2.0,False
75.0,9.0,False
0.0,0.0,False
4.0,8.0,False
40.0,50.0,False
120.0,95.0,True
183.0,18.0,False
180.0,210.0,False
50.0,20.0,False
156.0,188.0,True
705.0,57.0,False
0.0,32.0,False
99.0,141.0,False
0.0,4.0,False
192.0,192.0,False
9.0,51.0,False
308.0,4.0,False
16.0,4.0,True
530.0,215.0,False
15.0,10.0,False
230.0,85.0,False
24.0,8.0,False
0.0,0.0,False
0.0,0.0,False
216.0,8.0,False
695.0,505.0,False
9.0,39.0,False
156.0,16.0,False
216.0,15.0,False
0.0,0.0,False
3.0,96.0,False
4.0,0.0,False
0.0,0.0,False
80.0,45.0,False
125.0,125.0,False
12.0,0.0,True
92.0,0.0,False
155.0,105.0,False
390.0,696.0,False
336.0,1928.0,False
12.0,0.0,False
0.0,62.0,False
198.0,111.0,False
375.0,50.0,False
55.0,15.0,False
0.0,0.0,False
88.0,28.0,False
215.0,10.0,False
20.0,164.0,False
114.0,0.0,True
220.0,5.0,False
0.0,5.0,False
0.0,4.0,False
310.0,65.0,False
6.0,0.0,False
0.0,0.0,False
590.0,5.0,False
15.0,5.0,False
0.0,0.0,False
0.0,216.0,True
250.0,220.0,False
20.0,60.0,False
5.0,10.0,False
52.0,48.0,False
60.0,36.0,False
0.0,0.0,False
0.0,64.0,False
24.0,8.0,False
305.0,150.0,False
144.0,16.0,False
0.0,4.0,False
96.0,54.0,False
108.0,0.0,False
0.0,325.0,True
116.0,72.0,False
24.0,0.0,True
56.0,240.0,False
6.0,0.0,False
56.0,8.0,False
75.0,275.0,False
153.0,420.0,False
0.0,24.0,False
220.0,36.0,False
4.0,2.0,True
128.0,4.0,False
45.0,0.0,False
280.0,352.0,False
315.0,30.0,False
10.0,0.0,False
0.0,6.0,False
36.0,21.0,True
24.0,0.0,False
244.0,72.0,False
81.0,30.0,False
136.0,24.0,False
231.0,45.0,False
2.0,0.0,False
1140.0,15.0,False
160.0,72.0,True
40.0,5.0,False
108.0,12.0,False
1150.0,170.0,False
0.0,0.0,False
0.0,0.0,False
108.0,0.0,False
820.0,10.0,True
99.0,48.0,False
25.0,90.0,True
0.0,10.0,False
0.0,0.0,True
20.0,0.0,False
32.0,232.0,True
75.0,55.0,True
85.0,5.0,True
672.0,1328.0,False
1275.0,270.0,False
66.0,0.0,False
572.0,288.0,True
315.0,910.0,False
74.0,40.0,False
476.0,80.0,False
0.0,44.0,False
246.0,132.0,True
30.0,0.0,False
0.0,0.0,False
70.0,35.0,False
44.0,0.0,False
208.0,8.0,False
0.0,0.0,False
12.0,12.0,False
30.0,0.0,False
15.0,35.0,True
185.0,400.0,True
0.0,0.0,False
14.0,0.0,False
915.0,305.0,False
20.0,570.0,False
28.0,56.0,False
120.0,20.0,False
105.0,95.0,False
0.0,45.0,True
3.0,0.0,False
26.0,26.0,False
2.0,0.0,False
128.0,248.0,False
10.0,0.0,False
330.0,15.0,False
10.0,0.0,False
320.0,110.0,False
0.0,0.0,True
0.0,0.0,False
22.0,2.0,False
220.0,120.0,False
264.0,460.0,False
6.0,0.0,False
0.0,64.0,False
30.0,159.0,False
0.0,0.0,False
1420.0,60.0,False
104.0,0.0,False
1120.0,680.0,False
57.0,12.0,False
20.0,0.0,False
272.0,12.0,False
340.0,5.0,False
216.0,8.0,False
65.0,25.0,False
8.0,18.0,True
45.0,0.0,False
0.0,0.0,False
38.0,4.0,True
180.0,96.0,True
0.0,52.0,True
18.0,12.0,False
60.0,15.0,False
4.0,256.0,False
216.0,16.0,True
168.0,3.0,False
222.0,291.0,False
495.0,120.0,False
0.0,16.0,False
0.0,4.0,False
243.0,300.0,True
35.0,0.0,False
20.0,60.0,True
0.0,9.0,False
165.0,0.0,False
0.0,4.0,False
272.0,728.0,False
50.0,130.0,False
18.0,6.0,True
212.0,132.0,False
550.0,675.0,False
75.0,75.0,False
432.0,884.0,False
405.0,250.0,False
240.0,644.0,False
40.0,0.0,False
0.0,0.0,False
4.0,0.0,False
15.0,85.0,False
130.0,45.0,False
6.0,44.0,False
32.0,0.0,False
216.0,24.0,False
246.0,0.0,False
16.0,20.0,False
52.0,12.0,True
0.0,38.0,False
35.0,10.0,False
25.0,65.0,True
0.0,8.0,False
0.0,16.0,True
4.0,2.0,False
0.0,30.0,True
0.0,5.0,False
0.0,10.0,False
48.0,72.0,False
180.0,424.0,False
20.0,5.0,False
111.0,3.0,False
0.0,0.0,False
20.0,35.0,True
2.0,4.0,False
531.0,24.0,False
284.0,60.0,False
0.0,9.0,False
10.0,0.0,False
0.0,0.0,False
228.0,201.0,False
15.0,200.0,False
4.0,0.0,False
110.0,110.0,False
136.0,0.0,False
896.0,64.0,False
60.0,0.0,False
0.0,15.0,False
124.0,12.0,False
0.0,15.0,False
230.0,5.0,False
30.0,21.0,False
0.0,0.0,False
225.0,174.0,True
0.0,0.0,False
700.0,156.0,False
170.0,15.0,False
10.0,20.0,False
0.0,12.0,False
12.0,0.0,False
114.0,12.0,False
104.0,1236.0,False
0.0,0.0,False
60.0,60.0,False
156.0,4.0,False
20.0,0.0,True
75.0,0.0,False
66.0,45.0,True
345.0,130.0,False
160.0,30.0,False
128.0,188.0,False
48.0,6.0,False
45.0,60.0,False
0.0,44.0,False
10.0,0.0,False
50.0,120.0,False
36.0,4.0,False
0.0,2.0,True
80.0,8.0,False
172.0,20.0,False
219.0,108.0,False
28.0,28.0,False
0.0,0.0,True
3.0,9.0,False
415.0,70.0,False
10.0,0.0,False
0.0,0.0,False
44.0,164.0,False
42.0,96.0,False
0.0,16.0,False
0.0,0.0,False
3.0,0.0,False
0.0,0.0,False
22.0,134.0,False
0.0,147.0,False
20.0,0.0,False
0.0,8.0,True
1260.0,245.0,False
0.0,14.0,False
36.0,268.0,False
12.0,3.0,False
0.0,0.0,False
212.0,20.0,False
340.0,105.0,False
36.0,0.0,False
0.0,0.0,False
45.0,0.0,False
165.0,246.0,False
210.0,190.0,True
20.0,20.0,False
76.0,968.0,False
0.0,0.0,False
1215.0,300.0,False
492.0,363.0,False
96.0,12.0,False
0.0,0.0,True
95.0,0.0,False
0.0,12.0,False
68.0,284.0,False
140.0,0.0,False
496.0,44.0,False
10.0,225.0,False
8.0,0.0,False
0.0,0.0,True
0.0,0.0,True
2.0,0.0,False
0.0,0.0,False
188.0,8.0,False
184.0,276.0,False
201.0,54.0,False
0.0,0.0,False
0.0,90.0,True
280.0,40.0,False
335.0,250.0,False
8.0,4.0,False
0.0,0.0,False
20.0,0.0,False
66.0,3.0,False
348.0,30.0,False
6.0,0.0,False
102.0,16.0,True
3.0,51.0,False
20.0,25.0,False
10.0,12.0,False
51.0,96.0,True
20.0,0.0,False
0.0,10.0,False
308.0,134.0,True
4.0,0.0,False
0.0,0.0,False
117.0,93.0,False
0.0,50.0,False
63.0,0.0,False
148.0,120.0,False
2.0,80.0,True
30.0,105.0,False
104.0,96.0,False
0.0,12.0,True
20.0,690.0,False
40.0,50.0,False
820.0,5.0,False
268.0,16.0,False
50.0,0.0,False
45.0,0.0,True
45.0,15.0,False
116.0,244.0,False
68.0,12.0,False
168.0,12.0,True
0.0,16.0,False
108.0,0.0,False
0.0,9.0,False
0.0,16.0,True
408.0,888.0,False
0.0,0.0,False
0.0,10.0,True
130.0,135.0,False
1230.0,40.0,False
51.0,0.0,False
0.0,0.0,True
24.0,6.0,False
175.0,135.0,False
0.0,60.0,False
35.0,0.0,False
115.0,305.0,False
52.0,240.0,False
12.0,0.0,False
84.0,840.0,False
128.0,0.0,False
198.0,616.0,False
93.0,0.0,False
3.0,0.0,False
4.0,4.0,True
84.0,12.0,False
356.0,132.0,False
48.0,33.0,True
35.0,155.0,False
0.0,0.0,False
12.0,20.0,False
6.0,0.0,True
705.0,760.0,False
150.0,0.0,False
10.0,0.0,False
15.0,90.0,True
0.0,4.0,False
335.0,1240.0,False
12.0,3.0,False
0.0,152.0,True
16.0,8.0,False
50.0,10.0,False
498.0,195.0,False
0.0,0.0,False
4.0,136.0,False
12.0,0.0,False
21.0,0.0,False
0.0,44.0,False
335.0,0.0,False
0.0,3.0,True
84.0,8.0,False
201.0,108.0,False
0.0,6.0,True
85.0,100.0,False
235.0,0.0,False
84.0,12.0,False
56.0,84.0,False
0.0,24.0,True
12.0,66.0,False
0.0,0.0,False
88.0,0.0,True
99.0,177.0,False
135.0,165.0,True
15.0,0.0,False
0.0,15.0,False
120.0,12.0,False
0.0,69.0,False
368.0,88.0,False
0.0,12.0,True
72.0,20.0,False
140.0,4.0,False
12.0,168.0,False
125.0,50.0,False
90.0,24.0,False
10.0,10.0,False
355.0,60.0,False
152.0,64.0,False
485.0,0.0,False
30.0,0.0,False
308.0,164.0,False
0.0,75.0,False
376.0,24.0,False
68.0,4.0,False
44.0,36.0,True
351.0,123.0,False
0.0,42.0,False
0.0,0.0,False
0.0,8.0,False
12.0,10.0,False
30.0,0.0,False
20.0,68.0,False
6.0,12.0,False
65.0,100.0,False
315.0,501.0,False
303.0,12.0,False
18.0,70.0,True
87.0,141.0,False
285.0,36.0,False
80.0,24.0,False
184.0,1086.0,False
12.0,0.0,False
0.0,15.0,False
25.0,0.0,False
60.0,245.0,False
64.0,16.0,False
300.0,456.0,True
12.0,0.0,False
128.0,58.0,False
175.0,55.0,False
205.0,0.0,False
145.0,40.0,False
545.0,725.0,False
0.0,10.0,False
1776.0,52.0,False
505.0,1515.0,False
0.0,10.0,True
240.0,20.0,False
36.0,670.0,False
4.0,2.0,False
0.0,72.0,False
132.0,106.0,False
20.0,0.0,False
0.0,220.0,True
0.0,2.0,False
0.0,0.0,True
27.0,0.0,False
24.0,213.0,False
0.0,28.0,False
42.0,9.0,False
0.0,0.0,False
30.0,225.0,False
36.0,24.0,True
216.0,44.0,False
84.0,140.0,False
805.0,0.0,True
0.0,0.0,False
8.0,0.0,True
85.0,0.0,False
120.0,48.0,False
104.0,4.0,False
5.0,0.0,False
240.0,272.0,True
30.0,0.0,False
0.0,2.0,False
3.0,9.0,False
40.0,16.0,False
258.0,15.0,False
122.0,384.0,False
0.0,0.0,False
0.0,2.0,False
370.0,350.0,False
0.0,63.0,False
0.0,0.0,False
32.0,12.0,True
770.0,570.0,False
5.0,115.0,True
48.0,8.0,False
45.0,0.0,False
84.0,75.0,False
0.0,3.0,False
615.0,190.0,False
1779.0,258.0,False
0.0,0.0,False
140.0,65.0,False
395.0,40.0,False
102.0,9.0,False
10.0,0.0,False
655.0,85.0,False
0.0,0.0,False
0.0,4.0,False
6.0,0.0,False
30.0,0.0,False
0.0,120.0,False
5.0,75.0,False
2.0,0.0,False
50.0,0.0,False
38.0,28.0,True
315.0,55.0,False
0.0,63.0,False
16.0,116.0,False
44.0,0.0,False
0.0,15.0,False
756.0,273.0,False
28.0,0.0,False
0.0,8.0,False
415.0,710.0,False
0.0,6.0,False
0.0,295.0,False
100.0,50.0,False
210.0,185.0,False
75.0,228.0,False
948.0,636.0,False
4.0,18.0,False
279.0,0.0,False
14.0,14.0,False
0.0,3.0,True
0.0,0.0,False
282.0,14.0,False
39.0,0.0,False
63.0,30.0,True
14.0,22.0,False
3.0,51.0,False
115.0,565.0,False
0.0,45.0,False
8.0,0.0,False
4.0,0.0,False
36.0,0.0,False
27.0,3.0,False
15.0,48.0,False
96.0,136.0,False
48.0,40.0,False
105.0,50.0,False
0.0,0.0,False
8.0,0.0,False
180.0,18.0,False
0.0,40.0,True
0.0,0.0,False
0.0,2.0,False
50.0,10.0,False
12.0,6.0,False
685.0,0.0,False
0.0,0.0,False
20.0,0.0,True
0.0,18.0,False
0.0,0.0,False
0.0,0.0,False
84.0,0.0,True
148.0,164.0,False
32.0,2.0,False
12.0,69.0,True
84.0,24.0,False
2.0,0.0,False
0.0,8.0,False
0.0,9.0,False
132.0,8.0,False
210.0,15.0,False
0.0,2.0,True
0.0,18.0,True
144.0,84.0,False
85.0,0.0,False
65.0,0.0,False
0.0,0.0,False
6.0,80.0,False
60.0,0.0,False
0.0,64.0,True
152.0,52.0,False
50.0,26.0,False
28.0,0.0,False
4.0,0.0,True
30.0,0.0,False
0.0,105.0,False
